FID,Field1,FID_,Inspection,License__,Risk,Zip,Latitude,Longitude,Pass,Violation,exp,Type,year_built,str_name,d_rodent,d_14crime,d_14san_co,d_14en_com,count_insp,PassProb,FailProb,FailRank,FID_1,Inspection_1,DBA_Name,AKA_Name,License__1,Facility_T,Address,City,State,Zip_1,Latitude_1,Longitude_1,Violation_1,Risk1,Type_1,Pass1,d_13fail,d_cri14,d_sancom14
56,2394,2393,1501289,1490824,Risk 1 (High),60608,41.853828729999996,-87.695656400000004,0,1,0,Complaint Re-Inspection,1904,CALIFORNIA,735.861099999999960,480.800599999999970,334.007900000000010,1929.244799999999900,5,0.08%,99.92%,57,2030,1501289,GUERREROS PIZZA INC,GUERREROS PIZZA INC,1490824,Restaurant,2024 S CALIFORNIA AVE,CHICAGO,IL,60608,41.853828729500002,-87.695656398599994,1,1,Complaint Re-Inspection,1,1460.199300000000000,480.800599999999970,43.677900000000001
57,264,263,1512635,9821,Risk 1 (High),60640,41.972613180000003,-87.659913349999997,0,1,0,Complaint,1936,BROADWAY,285.330499999999970,349.043999999999980,584.998600000000010,952.576000000000020,5,0.08%,99.92%,58,690,1512635,FURAMA RESTAURANT INC,FURAMA RESTAURANT,9821,Restaurant,4936 N BROADWAY,CHICAGO,IL,60640,41.972613178700001,-87.659913349099995,1,1,Complaint,1,117.769300000000000,349.043999999999980,584.998299999999970
58,5091,5090,1513147,2119915,Risk 1 (High),60616,41.854333949999997,-87.632047560000004,0,1,0,Canvass Re-Inspection,2006,ARCHER,21087.105299999999000,504.597300000000020,514.369299999999950,1767.728800000000100,5,0.08%,99.92%,59,210,1513147,CAI,CAI,2119915,Restaurant,2100 S ARCHER AVE,CHICAGO,IL,60616,41.854333954099999,-87.632047560399997,1,1,Canvass Re-Inspection,1,391.552799999999990,504.596999999999980,514.368600000000010
59,2957,2956,1434750,1696469,Risk 1 (High),60614,41.926403479999998,-87.649889490000007,0,1,0,Suspected Food Poisoning Re-inspection,1916,LINCOLN,202.731200000000000,363.419400000000000,53.180900000000001,1310.965899999999900,5,0.08%,99.92%,60,10026,1434750,CLARKE'S ON LINCOLN,CLARKE'S ON LINCOLN,1696469,Restaurant,2441-2445 N LINCOLN AVE,CHICAGO,IL,60614,41.926403479900003,-87.649889494400000,1,1,Suspected Food Poisoning Re-i*,1,250.893599999999990,363.419899999999980,1657.996400000000000
60,3295,3294,1199578,1820926,Risk 2 (Medium),60661,41.881994339999999,-87.639758680000000,0,1,0,Short Form Complaint,1988,MADISON,492.793400000000020,1096.338299999999900,654.412400000000050,1134.812100000000100,5,0.08%,99.92%,61,2131,1199578,DUNKIN DONUTS,DUNKIN DONUTS,1820926,Restaurant,500 W MADISON ST,CHICAGO,IL,60661,41.881994338200002,-87.639758684900002,1,1,Short Form Complaint,1,48.100800000000000,1096.338800000000000,104.084200000000000
61,4501,4500,1498105,2041814,Risk 1 (High),60610,41.904313029999997,-87.628838329999994,0,0,0,Complaint Re-Inspection,1936,STATE,411.966600000000030,677.876600000000050,168.370000000000000,1603.225300000000100,5,0.08%,99.92%,62,2235,1498105,HASH HOUSE A GO GO,HASH HOUSE A GO GO,2041814,Restaurant,1212 N STATE PKWY,CHICAGO,IL,60610,41.904313031599997,-87.628838325900006,0,1,Complaint Re-Inspection,1,371.693400000000000,677.876899999999980,799.967200000000050
62,273,272,1439404,10393,Risk 1 (High),60611,41.894903300000003,-87.620743730000001,0,1,0,Canvass Re-Inspection,1979,HURON,387.519999999999980,1034.825599999999900,915.531100000000040,1798.263099999999900,5,0.08%,99.92%,63,6465,1439404,NORTHWESTERN MEMORIAL HOSPITAL (CAFETERIA-2ND),CAFE 251,10393,Restaurant,251 E HURON ST,CHICAGO,IL,60611,41.894903302400003,-87.620743726200004,1,1,Canvass Re-Inspection,1,84.684799999999996,1034.826000000000000,523.264999999999990
63,2908,2907,1387771,1679682,Risk 2 (Medium),60628,41.686249269999998,-87.642042169999996,0,0,0,Short Form Complaint,2008,HALSTED,456.020800000000010,492.767699999999990,611.243399999999950,2780.446500000000000,5,0.09%,99.91%,64,817,1387771,MCDONALDS,MCDONALDS,1679682,Restaurant,11421 S HALSTED ST,CHICAGO,IL,60628,41.686249266399997,-87.642042172999993,0,1,Short Form Complaint,1,1624.654900000000000,492.767299999999980,611.244100000000000
64,2389,2388,1307606,1490035,Risk 2 (Medium),60621,41.769155339999998,-87.626812680000000,0,1,1,Complaint Re-Inspection,1889,LAFAYETTE,573.540499999999950,527.352600000000050,777.311500000000020,2546.924599999999800,5,0.09%,99.91%,65,4550,1307606,MCDONALD'S,MCDONALD'S,1490035,Restaurant,6900 S LAFAYETTE AVE,CHICAGO,IL,60621,41.769155335299999,-87.626812676300005,1,1,Complaint Re-Inspection,1,2105.231800000000000,527.354299999999970,480.490999999999990
65,171,170,1385549,6394,Risk 1 (High),60623,41.844243280000001,-87.717076399999996,0,1,0,Complaint Re-Inspection,1923,26TH,604.758000000000040,220.394900000000010,504.933600000000010,2042.135900000000000,5,0.09%,99.91%,66,4923,1385549,NUEVO LEON RESTAURANT,NUEVO LEON RESTAURANT,6394,Restaurant,3657 W 26TH ST,CHICAGO,IL,60623,41.844243276800000,-87.717076395899994,1,1,Complaint Re-Inspection,1,2765.532400000000100,220.395400000000000,555.060200000000010
66,4741,4740,1501531,2074133,Risk 1 (High),60613,41.954277460000000,-87.654686069999997,0,0,0,Consultation,1905,SHERIDAN,571.593899999999960,332.617700000000010,386.780100000000000,2208.259000000000000,5,0.09%,99.91%,67,1786,1501531,PETITE PITA,PETITA PITA,2074133,Restaurant,3952 N SHERIDAN RD,CHICAGO,IL,60613,41.954277461799997,-87.654686074599994,0,1,Consultation,1,797.459899999999950,332.617000000000020,386.780300000000010
67,2899,2898,1464524,1678633,Risk 1 (High),60660,41.994684130000003,-87.658477289999993,0,1,0,Complaint Re-Inspection,1924,GRANVILLE,55.340800000000002,395.765499999999970,670.584299999999980,1891.137300000000100,5,0.09%,99.91%,68,2789,1464524,SAM'S CHICKEN & RIBS,SAM'S CHICKEN & RIBS,1678633,Restaurant,1102 W GRANVILLE AVE,CHICAGO,IL,60660,41.994684133000000,-87.658477290700006,1,1,Complaint Re-Inspection,1,460.335199999999990,395.765300000000020,278.354499999999970
68,6998,6997,1464498,2309128,Risk 1 (High),60626,42.008002740000002,-87.666719160000000,0,1,0,Complaint Re-Inspection,1932,MORSE,179.654100000000000,330.876300000000010,337.928200000000000,1151.018499999999900,5,0.09%,99.91%,69,3235,1464498,TAQUERIA LOS PORTALES,TAQUERIA LOS PORTALES,2309128,Restaurant,1418 W MORSE AVE,CHICAGO,IL,60626,42.008002744000002,-87.666719159500005,1,1,Complaint Re-Inspection,1,166.202699999999990,330.876899999999980,154.778400000000000
69,6950,6949,1199616,2308390,Risk 1 (High),60661,41.884312829999999,-87.641123269999994,0,1,0,Canvass,2000,CLINTON,309.032300000000020,783.221000000000000,676.676299999999970,1699.892100000000000,5,0.09%,99.91%,70,1244,1199616,LE PAIN QUOTIDIEN,LE PAIN QUOTIDIEN,2308390,Restaurant,135 N CLINTON,CHICAGO,IL,60661,41.884312831099997,-87.641123266600005,1,1,Canvass,1,689.616499999999970,783.220900000000030,676.676000000000040
70,4957,4956,1501466,2099284,Risk 1 (High),60605,41.864001539999997,-87.624225730000006,0,1,0,Consultation,2007,MICHIGAN,707.928199999999950,427.396000000000020,457.328800000000000,1857.813300000000000,5,0.09%,99.91%,71,1815,1501466,WAFFLES,WAFFLES,2099284,Restaurant,1400 S MICHIGAN AVE,CHICAGO,IL,60605,41.864001543500002,-87.624225729100004,1,1,Consultation,1,404.949700000000010,427.396599999999980,457.328599999999990
71,630,629,1497326,26022,Risk 1 (High),60657,41.941083259999999,-87.644284670000005,0,1,0,Canvass Re-Inspection,1960,BROADWAY,418.595899999999970,310.677200000000030,216.515400000000000,1529.621400000000000,5,0.09%,99.91%,72,3120,1497326,MELROSE RESTAURANT,MELROSE RESTAURANT,26022,Restaurant,3233 N BROADWAY,CHICAGO,IL,60657,41.941083256600002,-87.644284669399994,1,1,Canvass Re-Inspection,1,351.398100000000000,310.677300000000000,531.608600000000020
72,7158,7157,1199609,2320537,Risk 1 (High),60614,41.928669020000001,-87.673779199999998,0,1,0,Canvass,1995,CLYBOURN,273.111300000000030,1032.958699999999900,690.350299999999950,1137.046399999999900,5,0.10%,99.90%,73,1380,1199609,TACO  BELL #30409,TACO BELL,2320537,Restaurant,2575 N CLYBOURN AVE,CHICAGO,IL,60614,41.928669020599997,-87.673779204599995,1,1,Canvass,1,987.639099999999980,1032.959800000000100,690.351300000000040
73,3926,3925,1515406,1954531,Risk 1 (High),60612,41.881185440000003,-87.696362109999995,0,1,0,Complaint,1894,MADISON,303.519400000000020,536.801399999999940,283.281499999999990,2905.272300000000100,5,0.10%,99.90%,74,109,1515406,"WALLACE CATFISH, INC.","WALLACE CATFISH, INC.",1954531,Restaurant,2800 W MADISON ST,CHICAGO,IL,60612,41.881185442800003,-87.696362109099994,1,1,Complaint,1,1497.017599999999900,536.800899999999960,283.281299999999990
74,3988,3987,1307631,1964480,Risk 1 (High),60629,41.786622960000003,-87.703211199999998,0,1,0,Complaint Re-Inspection,1923,KEDZIE,195.216199999999990,163.983399999999990,299.586500000000000,3195.315200000000000,5,0.10%,99.90%,75,3970,1307631,EL TACONAZO RESTAURANT,EL TACONAZO RESTAURANT,1964480,Restaurant,5849 S KEDZIE AVE,CHICAGO,IL,60629,41.786622957399999,-87.703211199799995,1,1,Complaint Re-Inspection,1,924.890599999999950,163.984000000000010,540.620300000000040
75,5806,5805,1496945,2195973,Risk 1 (High),60616,41.855281699999999,-87.631992640000007,0,1,0,Complaint,2006,WENTWORTH,240.525100000000010,434.276900000000010,348.895400000000000,1921.104800000000100,5,0.10%,99.90%,76,3560,1496945,LAO YOU JU CHINESE BAR AND RESTAURANT,LAO YOU JU CHINESE BAR AND RESTAURANT,2195973,Restaurant,2002 S WENTWORTH AVE,CHICAGO,IL,60616,41.855281703800003,-87.631992642300006,1,1,Complaint,1,550.192900000000010,434.276400000000020,1432.398999999999900
76,2853,2852,1501800,1650274,Risk 1 (High),60607,41.864410749999998,-87.646691540000006,0,1,0,Complaint Re-Inspection,2005,HALSTED,182.804800000000000,941.344500000000040,549.981400000000010,1960.256100000000100,5,0.10%,99.90%,77,1478,1501800,JOY YEE NOODLE,JOY YEE NOODLE,1650274,Restaurant,1335 S HALSTED ST,CHICAGO,IL,60607,41.864410747199997,-87.646691541699994,1,1,Complaint Re-Inspection,1,555.166000000000050,941.343899999999960,549.981300000000030
77,1938,1937,1513115,1246262,Risk 1 (High),60610,41.906907840000002,-87.634435249999996,0,1,1,Canvass Re-Inspection,1885,WELLS,247.452599999999990,668.461400000000030,288.543299999999990,1651.480399999999900,5,0.10%,99.90%,78,313,1513115,Old Town Pizza Pub,Old Town Pizza Pub,1246262,Restaurant,1339 N WELLS ST,CHICAGO,IL,60610,41.906907840199999,-87.634435247499994,1,1,Canvass Re-Inspection,1,900.040700000000020,668.461699999999950,288.543400000000020
78,1692,1691,1385598,1095992,Risk 1 (High),60639,41.913999210000000,-87.745863689999993,0,1,0,Complaint Re-Inspection,1951,GRAND,199.255400000000010,946.063200000000050,840.221800000000030,1841.594900000000100,5,0.10%,99.90%,79,3962,1385598,LAS ISLAS MARIAS,LAS ISLAS MARIAS,1095992,Restaurant,4770 W GRAND AVE,CHICAGO,IL,60639,41.913999209300002,-87.745863692200004,1,1,Complaint Re-Inspection,1,1189.859400000000100,946.062900000000010,446.533399999999970
79,3665,3664,1385796,1905309,Risk 1 (High),60639,41.924499560000001,-87.734652929999996,0,1,0,Complaint Re-Inspection,1923,FULLERTON,422.704600000000030,320.509500000000000,440.797500000000010,2119.964100000000100,5,0.10%,99.90%,80,787,1385796,PONCE,PONCE,1905309,Restaurant,4312 W FULLERTON AVE,CHICAGO,IL,60639,41.924499560800001,-87.734652928900005,1,1,Complaint Re-Inspection,1,151.224899999999990,320.509799999999980,440.797300000000010
80,4033,4032,1447519,1969971,Risk 2 (Medium),60606,41.878531279999997,-87.639427459999993,0,1,1,Complaint Re-Inspection,1972,CANAL,281.518899999999970,867.305399999999960,844.055600000000030,970.502500000000050,5,0.10%,99.90%,81,2611,1447519,McDONALD'S,McDONALD'S,1969971,Restaurant,225 S CANAL ST,CHICAGO,IL,60606,41.878531278399997,-87.639427459600000,1,1,Complaint Re-Inspection,1,638.818999999999960,867.305100000000040,364.418099999999980
81,4612,4611,1372585,2059986,Risk 1 (High),60602,41.882806230000000,-87.629281500000005,0,0,1,Consultation,1966,DEARBORN,1038.382200000000000,658.655099999999950,642.403599999999980,1041.173900000000000,5,0.10%,99.90%,82,7446,1372585,ROTI MEDITERRANEAN GRILL,ROTI,2059986,Restaurant,33 N DEARBORN ST,CHICAGO,IL,60602,41.882806226600003,-87.629281495699999,0,1,Consultation,1,338.747300000000000,658.655200000000040,451.681500000000030
82,2444,2443,1480449,1495623,Risk 1 (High),60623,41.844432930000004,-87.702812890000004,0,1,1,Short Form Complaint,1901,26TH,246.885500000000010,350.129599999999980,984.568400000000000,2166.515800000000100,5,0.10%,99.90%,83,267,1480449,TAQUERIA EL ARCO,TAQUERIA EL ARCO/EL POLLO FELIZ,1495623,Restaurant,3105 W 26TH ST,CHICAGO,IL,60623,41.844432927299998,-87.702812894499999,1,1,Short Form Complaint,1,1297.142700000000100,350.129300000000000,984.568700000000040
83,3471,3470,1307694,1874347,Risk 2 (Medium),60636,41.775116570000002,-87.683385840000000,0,1,0,Complaint Re-Inspection,2008,WESTERN,367.285700000000020,500.754500000000010,155.625900000000000,2228.677099999999900,5,0.10%,99.90%,84,2685,1307694,MCDONALD'S,MCDONALD'S,1874347,Restaurant,6515 S WESTERN AVE,CHICAGO,IL,60636,41.775116565899999,-87.683385838899994,1,1,Complaint Re-Inspection,1,3509.776400000000200,500.754099999999990,347.235099999999990
84,5196,5195,1385502,2129537,Risk 1 (High),60639,41.909498050000003,-87.764807160000004,0,1,0,Complaint Re-Inspection,1952,NORTH,413.285199999999970,742.517699999999990,246.211800000000010,1342.060099999999900,5,0.11%,99.89%,85,5787,1385502,SUNSUB & PHILLY'S,SUNSUB & PHILLY'S,2129537,Restaurant,5542 W NORTH AVE,CHICAGO,IL,60639,41.909498053199997,-87.764807157800007,1,1,Complaint Re-Inspection,1,1769.198300000000000,742.518000000000030,687.999400000000040
85,6969,6968,1496628,2308713,Risk 1 (High),60625,41.968423850000001,-87.721351780000006,0,1,0,Canvass Re-Inspection,1924,LAWRENCE,310.372700000000010,569.685100000000030,155.676999999999990,1859.525400000000000,5,0.11%,99.89%,86,3846,1496628,"SU NUEVA CASA DEL GALLO BRAVO, INC.","SU NUEVA CASA DEL GALLO BRAVO, INC.",2308713,Restaurant,3714 W LAWRENCE AVE,CHICAGO,IL,60625,41.968423847600000,-87.721351781099997,1,1,Canvass Re-Inspection,1,733.677500000000010,569.684700000000020,20207.507300000001000
86,737,736,1496438,30466,Risk 1 (High),60622,41.902894439999997,-87.688233870000005,0,1,1,Complaint Re-Inspection,1904,DIVISION,356.436699999999970,415.780700000000020,464.367099999999990,1422.819099999999900,5,0.11%,99.89%,87,4081,1496438,EL PAISANO TACO'S,EL PAISANO TACO'S,30466,Restaurant,2429 W DIVISION ST,CHICAGO,IL,60622,41.902894436799997,-87.688233868599994,1,1,Complaint Re-Inspection,1,1042.804900000000100,415.780399999999990,365.608000000000000
87,4697,4696,1325218,2069144,Risk 1 (High),60612,41.880865980000003,-87.705854250000002,0,1,0,Complaint Re-Inspection,1974,MADISON,370.967300000000020,473.411999999999980,451.973099999999990,2270.190599999999900,5,0.11%,99.89%,88,3340,1325218,RUBY'S RESTAURANT,RUBY'S RESTAURANT,2069144,Restaurant,3175 W MADISON ST,CHICAGO,IL,60612,41.880865977399999,-87.705854249500007,1,1,Complaint Re-Inspection,1,1108.922700000000100,473.412300000000020,179.728900000000010
88,4714,4713,1396205,2069562,Risk 2 (Medium),60615,41.801892219999999,-87.622565589999994,0,1,0,Complaint Re-Inspection,2005,51ST,546.004400000000030,456.539899999999990,67.950500000000005,3219.709100000000000,5,0.11%,99.89%,89,12012,1396205,SHARKS FISH & CHICKEN,SHARKS FISH & CHICKEN,2069562,Restaurant,101 E 51ST ST,CHICAGO,IL,60615,41.801892215300001,-87.622565588399993,1,1,Complaint Re-Inspection,1,1060.928699999999900,456.539400000000000,2214.919400000000200
89,3827,3826,1498190,1937623,Risk 1 (High),60643,41.677567310000001,-87.665844930000006,0,1,0,Short Form Complaint,1980,119TH,106.291300000000010,1567.396700000000000,1278.537800000000100,5697.607799999999800,5,0.11%,99.89%,90,2210,1498190,CHILI'S GRILL & BAR,CHILI'S GRILL & BAR,1937623,Restaurant,1750 W 119TH ST,CHICAGO,IL,60643,41.677567307499999,-87.665844925700000,1,1,Short Form Complaint,1,5620.770700000000000,1567.396099999999900,525.949299999999990
90,1979,1978,1385519,1273264,Risk 2 (Medium),60644,41.887993109999996,-87.774762830000000,0,1,0,Complaint Re-Inspection,1974,AUSTIN,525.937999999999990,670.647399999999950,426.938300000000030,1488.869400000000000,5,0.11%,99.89%,91,5512,1385519,CHURCH'S CHICKEN # 577,CHURCH'S CHICKEN # 577,1273264,Restaurant,431 N AUSTIN BLVD,CHICAGO,IL,60644,41.887993114499999,-87.774762831600000,1,1,Complaint Re-Inspection,1,2188.242600000000000,670.647000000000050,492.990700000000000
91,2876,2875,1418519,1676717,Risk 1 (High),60659,41.997893349999998,-87.686798920000001,0,1,0,Short Form Complaint,1957,DEVON,485.846000000000000,447.538599999999970,167.242799999999990,1833.066200000000000,5,0.11%,99.89%,92,3777,1418519,USMANIA FINE DINING,USMANIA FINE DINING,1676717,Restaurant,2244 W DEVON AVE,CHICAGO,IL,60659,41.997893349199998,-87.686798917100006,1,1,Short Form Complaint,1,110.452900000000000,447.538000000000010,425.071900000000030
92,1046,1045,1501680,40692,Risk 1 (High),60610,41.910486349999999,-87.631995840000002,0,1,1,Canvass Re-Inspection,2008,GERMANIA,414.945699999999990,686.102099999999950,247.234199999999990,571.457400000000010,5,0.12%,99.88%,93,1566,1501680,GERMANIA PLACE,KENMARE CATERING,40692,Restaurant,108 W GERMANIA PL,CHICAGO,IL,60610,41.910486347000003,-87.631995836800002,1,1,Canvass Re-Inspection,1,904.542100000000000,686.102399999999990,247.234500000000000
93,2808,2807,1506280,1648110,Risk 1 (High),60634,41.938534930000003,-87.806912679999996,0,1,0,Canvass Re-Inspection,1902,HARLEM,295.717899999999990,265.911499999999990,949.936799999999950,3405.585500000000100,5,0.12%,99.88%,94,776,1506280,"TACO BURRITO KING I, INC.",TACO BURRITO KING,1648110,Restaurant,3216 N HARLEM AVE,CHICAGO,IL,60634,41.938534926499997,-87.806912679199996,1,1,Canvass Re-Inspection,1,1554.845700000000100,265.911499999999990,949.936500000000020
94,2217,2216,1385542,1384031,Risk 1 (High),60644,41.880409999999998,-87.760705779999995,0,1,0,Complaint Re-Inspection,1917,MADISON,215.494599999999990,330.398799999999990,375.363499999999990,3606.481100000000000,5,0.12%,99.88%,95,4959,1385542,MAC ARTHUR'S,MAC ARTHUR'S,1384031,Restaurant,5412 W MADISON ST,CHICAGO,IL,60644,41.880410003199998,-87.760705782399995,1,1,Complaint Re-Inspection,1,1281.729000000000000,330.398100000000000,581.661200000000010
95,4252,4251,1464304,2003172,Risk 1 (High),60626,42.005687070000000,-87.660800179999995,0,1,1,Canvass Re-Inspection,1926,SHERIDAN,244.628600000000010,409.949799999999980,376.798000000000000,1686.118899999999900,5,0.13%,99.87%,96,8115,1464304,HANA RESTAURANT,HANA RESTAURANT,2003172,Restaurant,6803 N SHERIDAN RD,CHICAGO,IL,60626,42.005687073200001,-87.660800179199995,1,1,Canvass Re-Inspection,1,292.538500000000000,409.949999999999990,187.659600000000010
96,4382,4381,1482255,2021367,Risk 1 (High),60659,41.997628300000002,-87.702018400000000,0,1,0,Complaint Re-Inspection,1937,DEVON,331.869500000000020,525.257399999999960,123.326500000000000,3010.549700000000000,5,0.13%,99.87%,97,6510,1482255,ANMOL RESTAURANT,ANMOL RESTAURANT,2021367,Restaurant,2858 W DEVON AVE,CHICAGO,IL,60659,41.997628300899997,-87.702018400599997,1,1,Complaint Re-Inspection,1,1484.890000000000100,525.257500000000050,560.506200000000040
97,6775,6774,1385688,2299097,Risk 2 (Medium),60612,41.881070559999998,-87.685230860000004,0,1,0,Complaint Re-Inspection,2006,MADISON,396.296699999999990,393.915799999999990,628.011899999999970,3630.446500000000000,5,0.13%,99.87%,98,2730,1385688,DOMINO'S PIZZA,DOMINO'S PIZZA,2299097,Restaurant,2331 W MADISON ST,CHICAGO,IL,60612,41.881070563599998,-87.685230860399997,1,1,Complaint Re-Inspection,1,2174.526199999999800,393.915599999999980,329.566100000000010
