FID,Field1,FID_,Inspection,License__,Risk,Zip,Latitude,Longitude,Pass,Violation,exp,Type,year_built,str_name,d_rodent,d_14crime,d_14san_co,d_14en_com,count_insp,PassProb,FailProb,FailRank,FID_1,Inspection_1,DBA_Name,AKA_Name,License__1,Facility_T,Address,City,State,Zip_1,Latitude_1,Longitude_1,Violation_1,Risk1,Type_1,Pass1,d_13fail,d_cri14,d_sancom14
5088,763,762,1441346,31315,Risk 2 (Medium),60657,41.942258250000002,-87.644320980000003,1,1,0,Canvass,1923,BROADWAY,496.377000000000010,408.968799999999990,416.536099999999980,1687.488200000000000,1,95.15%,4.85%,5089,5494,1441346,COFFEE & TEA EXCHANGE,COFFEE & TEA EXCHANGE,31315,Restaurant,3311 N BROADWAY,CHICAGO,IL,60657,41.942258245600001,-87.644320975100001,1,1,Canvass,1,220.033800000000010,408.968799999999990,337.214900000000000
5089,3178,3177,1453387,1800490,Risk 1 (High),60605,41.876797439999997,-87.633255910000003,1,1,0,Canvass,1988,FINANCIAL,156.731699999999990,624.842700000000040,721.799099999999950,1465.698400000000000,1,95.15%,4.85%,5090,7387,1453387,SKRINECHOPS,SKRINECHOPS,1800490,Restaurant,400 S FINANCIAL PL,CHICAGO,IL,60605,41.876797440799997,-87.633255910200006,1,1,Canvass,1,526.087200000000050,624.842700000000040,1394.285000000000100
5090,3882,3881,1453385,1948193,Risk 1 (High),60605,41.876797439999997,-87.633255910000003,1,0,0,Canvass,1988,FINANCIAL,154.138700000000000,624.842700000000040,721.799099999999950,1465.698400000000000,1,95.15%,4.85%,5091,7372,1453385,SUBWAY,SUBWAY,1948193,Restaurant,400 S FINANCIAL PL,CHICAGO,IL,60605,41.876797440799997,-87.633255910200006,0,1,Canvass,1,526.087200000000050,624.842700000000040,318.446399999999980
5091,2544,2543,1441365,1546329,Risk 1 (High),60657,41.944294900000003,-87.654386360000004,1,1,0,Canvass,1905,3424,392.671200000000000,476.098500000000000,478.304300000000010,1968.197799999999900,1,95.15%,4.85%,5092,5118,1441365,Chicago's Blarney Stone,Chicago's Blarney Stone,1546329,Restaurant,3422 - 3424 N SHEFFIELD AVE,CHICAGO,IL,60657,41.944294896800002,-87.654386364900006,1,1,Canvass,1,181.686200000000010,476.098200000000020,339.273599999999990
5092,1318,1317,1471212,57420,Risk 1 (High),60647,41.915727949999997,-87.687078670000005,1,1,0,Complaint,1874,WINNEBAGO,445.021300000000000,433.298999999999980,219.121299999999990,2136.541299999999900,1,95.15%,4.85%,5093,10174,1471212,PLAZZIO RESTUARANT,PLAZZIO PIZZERIA,57420,Restaurant,1889-1891 N WINNEBAGO AVE,CHICAGO,IL,60647,41.915727954600001,-87.687078665100003,1,1,Complaint,1,691.022699999999990,433.299600000000000,802.575600000000010
5093,3172,3171,1490808,1800043,Risk 1 (High),60647,41.929670219999998,-87.708624069999999,1,1,0,Canvass,1915,MILWAUKEE,528.956900000000020,394.497700000000010,459.141200000000030,1175.882700000000100,1,95.15%,4.85%,5094,6163,1490808,CHOI'S CHINESE KITCHE,CHOI'S CHINESE RESTAURANT,1800043,Restaurant,2638 N MILWAUKEE AVE,CHICAGO,IL,60647,41.929670220399998,-87.708624073799996,1,1,Canvass,1,222.482400000000010,394.497700000000010,731.309899999999970
5094,5215,5214,1358277,2129986,Risk 1 (High),60608,41.850400479999998,-87.680495690000001,1,1,1,Canvass,1897,23RD,520.853600000000030,629.689200000000030,330.934199999999980,198.841100000000010,1,95.15%,4.85%,5095,8176,1358277,LA FLOR DE MEXICO RESTARANT,LA FLOR DE MEXICO RESTARANT,2129986,Restaurant,2156 W 23RD ST,CHICAGO,IL,60608,41.850400478099999,-87.680495685200000,1,1,Canvass,1,2270.001200000000200,629.689300000000000,654.411399999999960
5095,559,558,1497886,23128,Risk 2 (Medium),60610,41.896317590000002,-87.635840250000001,1,1,0,Canvass,1956,FRANKLIN,115.376200000000000,641.777699999999980,657.511999999999940,1820.880000000000100,1,95.15%,4.85%,5096,2542,1497886,STARBUCKS COFFEE #2401,STARBUCKS COFFEE #2401,23128,Restaurant,750 N FRANKLIN ST,CHICAGO,IL,60610,41.896317587799999,-87.635840253699996,1,1,Canvass,1,252.185900000000000,641.776899999999960,671.989500000000020
5096,2213,2212,1439308,1383452,Risk 1 (High),60611,41.892671290000003,-87.622572199999993,1,1,0,Complaint,1962,OHIO,510.368600000000010,598.237300000000000,47.870399999999997,1199.221900000000000,1,95.15%,4.85%,5097,8653,1439308,DUNKIN DONUTS BASKIN ROBBINS TOGO'S,DUNKIN DONUTS BASKIN ROBBINS TOGO'S,1383452,Restaurant,200 E OHIO ST,CHICAGO,IL,60611,41.892671290700001,-87.622572202499995,1,1,Complaint,1,103.256900000000000,598.238000000000060,568.762500000000050
5097,1996,1995,1199415,1275113,Risk 1 (High),60661,41.880447910000001,-87.641838980000003,1,1,0,Canvass,2002,MONROE,341.999199999999970,973.944899999999960,596.103200000000020,867.093499999999950,1,95.15%,4.85%,5098,6408,1199415,Eurest Dining Services @ Quaker Oats,Eurest Dining Services @ Quaker Oats,1275113,Restaurant,555 W MONROE ST,CHICAGO,IL,60661,41.880447908800001,-87.641838975300004,1,1,Canvass,1,733.264599999999970,973.945000000000050,593.196400000000040
5098,113,112,1441342,3712,Risk 1 (High),60657,41.943306960000001,-87.664061380000007,1,1,0,Canvass,1891,SOUTHPORT,310.831900000000020,282.770400000000000,302.375299999999980,1939.522200000000100,1,95.16%,4.84%,5099,5590,1441342,JUSTIN'S,JUSTIN'S,3712,Restaurant,3356-3358 N SOUTHPORT AVE,CHICAGO,IL,60657,41.943306956299999,-87.664061382499995,1,1,Canvass,1,116.040800000000000,282.770300000000020,607.332900000000000
5099,1193,1192,1372365,48224,Risk 1 (High),60601,41.886704229999999,-87.628053559999998,1,1,0,Canvass,1990,WACKER,472.756500000000020,466.884900000000020,625.064799999999990,1312.767599999999900,1,95.16%,4.84%,5100,12412,1372365,RENAISSANCE CHICAGO HOTEL,BANQUET,48224,Restaurant,1 W WACKER DR,CHICAGO,IL,60601,41.886704228600003,-87.628053559799994,1,1,Canvass,1,511.851600000000020,466.885100000000020,638.260200000000050
5100,1641,1640,1494106,1045760,Risk 1 (High),60647,41.932109859999997,-87.683615849999995,1,1,0,Canvass,1916,DIVERSEY,334.166499999999980,1099.137500000000000,951.029300000000030,1997.386099999999900,1,95.16%,4.84%,5101,4533,1494106,DIVERSEY RIVER BOWL LOUNGE,DIVERSEY RIVER BOWL LOUNGE,1045760,Restaurant,2211 W DIVERSEY PKWY,CHICAGO,IL,60647,41.932109855100002,-87.683615852499997,1,1,Canvass,1,1284.641900000000100,1099.137300000000100,2024.505600000000000
5101,6815,6814,1441314,2303680,Risk 3 (Low),60657,41.942313409999997,-87.644322459999998,1,0,0,License,1923,BROADWAY,550.130000000000000,412.352500000000020,418.593200000000020,1697.225500000000000,1,95.16%,4.84%,5102,6303,1441314,WAKAMONO,WAKAMONO,2303680,Restaurant,3313-3319 N BROADWAY,CHICAGO,IL,60657,41.942313413400001,-87.644322456099999,0,0,License,1,212.633900000000010,412.352899999999980,588.631300000000010
5102,1191,1190,1372366,48217,Risk 1 (High),60601,41.886704229999999,-87.628053559999998,1,1,0,Canvass,1990,WACKER,430.933100000000020,466.884900000000020,625.064799999999990,1312.767599999999900,1,95.16%,4.84%,5103,12416,1372366,RENAISSANCE CHICAGO HOTEL,NOVO,48217,Restaurant,1 W WACKER DR,CHICAGO,IL,60601,41.886704228600003,-87.628053559799994,1,1,Canvass,1,511.851600000000020,466.885100000000020,926.642299999999980
5103,3584,3583,1385488,1892860,Risk 1 (High),60639,41.916966850000001,-87.733353059999999,1,1,0,Complaint,1910,ARMITAGE,21087.105299999999000,428.830499999999970,287.756700000000020,1708.027599999999900,1,95.16%,4.84%,5104,6014,1385488,EL MORRO CAFE,EL MORRO CAFE,1892860,Restaurant,4247 W ARMITAGE AVE,CHICAGO,IL,60639,41.916966849399998,-87.733353062800006,1,1,Complaint,1,602.492100000000050,428.830300000000020,46.093200000000003
5104,1701,1700,1439328,1119100,Risk 2 (Medium),60611,41.892249159999999,-87.609518050000005,1,1,0,Canvass,1994,GRAND,1089.247900000000100,1153.316800000000100,1932.989900000000000,2969.459699999999900,1,95.16%,4.84%,5105,8226,1439328,HAAGEN DAZS CAFE,HAAGEN DAZS CAFE,1119100,Restaurant,700 E GRAND AVE,CHICAGO,IL,60611,41.892249163400002,-87.609518048799998,1,1,Canvass,1,0.000000000000000,1153.317200000000000,382.468700000000010
5105,1192,1191,1372362,48221,Risk 1 (High),60601,41.886704229999999,-87.628053559999998,1,1,0,Canvass,1990,WACKER,321.061800000000010,466.884900000000020,625.064799999999990,1312.767599999999900,1,95.16%,4.84%,5106,12482,1372362,RENAISSANCE CHICAGO HOTEL,MAIN KITCHEN / GREAT,48221,Restaurant,1 W WACKER DR,CHICAGO,IL,60601,41.886704228600003,-87.628053559799994,1,1,Canvass,1,511.851600000000020,466.885100000000020,553.102399999999990
5106,3386,3385,1387641,1846595,Risk 1 (High),60617,41.739515220000001,-87.551617870000001,1,1,1,Canvass,1927,COMMERCIAL,460.041499999999980,496.540799999999990,574.306600000000000,2651.276600000000100,1,95.16%,4.84%,5107,4332,1387641,"MAYA'S PIZZA, INC.","MAYA'S PIZZA, INC.",1846595,Restaurant,8550 S COMMERCIAL AVE,CHICAGO,IL,60617,41.739515219799998,-87.551617866000001,1,1,Canvass,1,1080.507599999999900,496.540500000000010,48.530799999999999
5107,6068,6067,1496381,2235049,Risk 1 (High),60625,41.974596790000000,-87.692355410000005,1,1,0,Canvass,1880,LINCOLN,716.765599999999950,875.609000000000040,568.952900000000000,1793.423200000000000,1,95.16%,4.84%,5108,4138,1496381,SEOUL DAN LAN II,SEOUL DAN LAN II,2235049,Restaurant,5116 N LINCOLN AVE,CHICAGO,IL,60625,41.974596791099998,-87.692355410700003,1,1,Canvass,1,445.828899999999980,875.609100000000010,698.990000000000010
5108,7142,7141,1372579,2320251,Risk 1 (High),60601,41.886704229999999,-87.628053559999998,1,0,0,License,1990,WACKER,288.930999999999980,466.884900000000020,625.064799999999990,1312.767599999999900,1,95.16%,4.84%,5109,7582,1372579,WOW BAO,WOW BAO,2320251,Restaurant,1 W WACKER DR,CHICAGO,IL,60601,41.886704228600003,-87.628053559799994,0,1,License,1,511.851600000000020,466.885100000000020,348.072400000000020
5109,3377,3376,1372578,1845262,Risk 1 (High),60601,41.886704229999999,-87.628053559999998,1,1,0,Canvass,1990,WACKER,279.430600000000030,466.884900000000020,625.064799999999990,1312.767599999999900,1,95.16%,4.84%,5110,7632,1372578,WOW BAO,WOW BAO,1845262,Restaurant,1 W WACKER DR,CHICAGO,IL,60601,41.886704228600003,-87.628053559799994,1,1,Canvass,1,511.851600000000020,466.885100000000020,273.397499999999980
5110,4415,4414,1493233,2026950,Risk 1 (High),60618,41.961271549999999,-87.684054919999994,1,1,0,Canvass,1911,MONTROSE,193.053500000000010,708.968899999999960,1214.873399999999900,2161.542399999999800,1,95.16%,4.84%,5111,5674,1493233,APART PIZZA COMPANY CHICAGO,APART PIZZA,2026950,Restaurant,2205 W MONTROSE AVE,CHICAGO,IL,60618,41.961271554600003,-87.684054915100006,1,1,Canvass,1,540.034599999999950,708.967899999999990,217.574500000000000
5111,2398,2397,1439347,1491413,Risk 1 (High),60611,41.892671290000003,-87.622572199999993,1,1,0,Complaint,1962,OHIO,212.191300000000010,598.237300000000000,47.870399999999997,1199.221900000000000,1,95.16%,4.84%,5112,7747,1439347,BURRITO BEACH # 8,BURRITO BEACH,1491413,Restaurant,200 E OHIO ST,CHICAGO,IL,60611,41.892671290700001,-87.622572202499995,1,1,Complaint,1,103.256900000000000,598.238000000000060,370.608099999999980
5112,6197,6196,1395462,2252546,Risk 1 (High),60608,41.857923059999997,-87.665211869999993,1,1,0,Complaint,1894,18TH,357.518199999999980,454.706000000000020,504.428900000000000,2916.870600000000200,1,95.16%,4.84%,5113,12954,1395462,EL TACOTOTE RESTAURANT,EL TACOTOTE RESTAURANT,2252546,Restaurant,1536 W 18TH ST,CHICAGO,IL,60608,41.857923057599997,-87.665211871300002,1,1,Complaint,1,406.241899999999990,454.705899999999990,489.361300000000030
5113,4958,4957,1490747,2099425,Risk 1 (High),60632,41.807787390000001,-87.703817450000003,1,1,0,Canvass,1984,KEDZIE,1296.380600000000000,412.316899999999980,980.811900000000040,1657.758000000000000,1,95.16%,4.84%,5114,6240,1490747,SUBWAY,SUBWAY,2099425,Restaurant,4711 S KEDZIE AVE,CHICAGO,IL,60632,41.807787393399998,-87.703817450299994,1,1,Canvass,1,903.120400000000020,412.316899999999980,775.700100000000020
5114,6178,6177,1471281,2252227,Risk 1 (High),60647,41.917572159999999,-87.699859029999999,1,1,0,Canvass,1912,ARMITAGE,271.391399999999980,578.273299999999950,292.617599999999980,1260.379100000000100,1,95.16%,4.84%,5115,8709,1471281,SUPER JALAPENO GRILL INC.,JALAPENO GRILL,2252227,Restaurant,2910 W ARMITAGE AVE,CHICAGO,IL,60647,41.917572160799999,-87.699859031000003,1,1,Canvass,1,356.807000000000020,578.273500000000010,596.273199999999970
5115,4738,4737,1471283,2074097,Risk 1 (High),60647,41.927066640000000,-87.697329839999995,1,1,0,Canvass,1891,CALIFORNIA,319.276599999999970,638.562000000000010,172.168399999999990,1486.626900000000000,1,95.16%,4.84%,5116,8640,1471283,GOSU,GOSU,2074097,Restaurant,2515 N CALIFORNIA AVE,CHICAGO,IL,60647,41.927066643800003,-87.697329844099997,1,1,Canvass,1,989.182999999999990,638.562500000000000,224.074400000000000
5116,2323,2322,1372363,1474073,Risk 1 (High),60601,41.886704229999999,-87.628053559999998,1,1,0,Canvass,1990,WACKER,167.646700000000010,466.884900000000020,625.064799999999990,1312.767599999999900,1,95.16%,4.84%,5117,12406,1372363,Renaissance Cafe,Aroma,1474073,Restaurant,1 W WACKER DR,CHICAGO,IL,60601,41.886704228600003,-87.628053559799994,1,1,Canvass,1,511.851600000000020,466.885100000000020,168.369900000000000
5117,4444,4443,1325230,2031732,Risk 1 (High),60647,41.917557320000000,-87.682664399999993,1,1,0,Canvass,1896,LEAVITT,348.056800000000010,543.114799999999950,187.252600000000000,1695.645400000000100,1,95.16%,4.84%,5118,3102,1325230,ANTICO,ANTICO,2031732,Restaurant,1946 N LEAVITT ST,CHICAGO,IL,60647,41.917557317700002,-87.682664395399996,1,1,Canvass,1,1163.316000000000000,543.114199999999980,409.457600000000010
5118,4915,4914,1107063,2094095,Risk 3 (Low),60640,41.969144790000001,-87.659101719999995,1,1,0,Canvass,1949,LAWRENCE,147.426999999999990,521.927900000000020,159.905900000000000,395.985400000000030,1,95.16%,4.84%,5119,11849,1107063,UPTOWN LOUNGE,UPTOWN LOUNGE,2094095,Restaurant,1136-1140 W LAWRENCE AVE,CHICAGO,IL,60640,41.969144793500000,-87.659101718900004,1,0,Canvass,1,421.437799999999980,521.928099999999970,578.980500000000010
5119,2716,2715,1107098,1617681,Risk 1 (High),60640,41.973361079999997,-87.659363060000004,1,1,0,Canvass,1932,ARGYLE,56.434699999999999,344.468200000000020,601.702700000000050,1237.018200000000000,1,95.16%,4.84%,5120,11068,1107098,HONEYMOON CAFE INC,HONEYMOON CAFE,1617681,Restaurant,1138 W ARGYLE ST,CHICAGO,IL,60640,41.973361079900002,-87.659363056100005,1,1,Canvass,1,133.582699999999990,344.468000000000020,374.480099999999990
5120,2591,2590,1501229,1575556,Risk 1 (High),60647,41.921723510000000,-87.697468479999998,1,0,0,Canvass,1910,CALIFORNIA,466.867700000000010,638.966599999999970,183.358700000000000,1171.314200000000000,1,95.17%,4.83%,5121,2140,1501229,TOWNSHIP,TOWNSHIP,1575556,Restaurant,2200-2202 N CALIFORNIA AVE,CHICAGO,IL,60647,41.921723514299998,-87.697468479400001,0,1,Canvass,1,298.765100000000020,638.966199999999960,335.718799999999990
5121,4149,4148,1396139,1986324,Risk 1 (High),60654,41.890843840000002,-87.632412489999993,1,0,1,Canvass,1891,La,694.512299999999980,366.487399999999980,418.271000000000020,725.308899999999990,1,95.17%,4.83%,5122,12108,1396139,Jimmy Johns,Jimmy Johns,1986324,Restaurant,501 N La Salle ST,CHICAGO,IL,60654,41.890843837200002,-87.632412488499995,0,1,Canvass,1,251.972100000000010,366.486800000000020,521.121099999999960
5122,1204,1203,1459642,48878,Risk 1 (High),60618,41.936609670000003,-87.697893010000001,1,1,0,Canvass,1891,CALIFORNIA,296.760499999999980,474.825300000000030,320.372599999999980,1584.790400000000100,1,95.17%,4.83%,5123,8857,1459642,TAQUERIA  LA ZACATECANA,TAQUERIA  LA ZACATECANA,48878,Restaurant,3024 N CALIFORNIA AVE,CHICAGO,IL,60618,41.936609666700001,-87.697893012700007,1,1,Canvass,1,1147.321899999999900,474.825300000000030,65.129800000000003
5123,1506,1505,1459261,77168,Risk 1 (High),60623,41.837007960000001,-87.723363739999996,1,1,0,Canvass,1919,31ST,131.162900000000010,340.503600000000010,766.009800000000040,2160.628000000000200,1,95.17%,4.83%,5124,9309,1459261,EL FARO RESTAURANT,EL FARO RESTAURANT,77168,Restaurant,3936 W 31ST ST,CHICAGO,IL,60623,41.837007958599997,-87.723363742900005,1,1,Canvass,1,2043.750000000000000,340.502900000000010,561.507100000000040
5124,1863,1862,1497561,1196269,Risk 2 (Medium),60607,41.876855140000004,-87.641544069999995,1,1,0,Canvass,1998,VAN,520.444499999999950,280.679100000000010,950.549700000000030,1491.046499999999900,1,95.17%,4.83%,5125,2869,1497561,STARBUCKS COFFEE #2565,STARBUCKS COFFEE #2565,1196269,Restaurant,550 W VAN BUREN ST,CHICAGO,IL,60607,41.876855139600003,-87.641544074099997,1,1,Canvass,1,683.401100000000040,280.679199999999980,382.742799999999990
5125,5076,5075,1497287,2115087,Risk 1 (High),60616,41.851019780000001,-87.613882120000000,1,1,0,Canvass,1996,LAKE,80.237600000000000,2084.507900000000100,1884.383100000000000,3115.548299999999900,1,95.17%,4.83%,5126,3338,1497287,MCCORMICK PLACE - NORTH BUILDING,STARBUCKS & 23RD STREET CAFE MARKET,2115087,Restaurant,2300 S LAKE SHORE DR,CHICAGO,IL,60616,41.851019777200001,-87.613882122500002,1,1,Canvass,1,3036.738800000000100,2084.507400000000000,710.151500000000060
5126,4141,4140,1497930,1985411,Risk 2 (Medium),60654,41.887555910000003,-87.634117660000001,1,1,0,Canvass,1983,Wells,435.389799999999980,581.657500000000030,667.768699999999970,1431.927100000000100,1,95.17%,4.83%,5127,2471,1497930,McDonald's,McDonald's,1985411,Restaurant,300 N Wells ST,CHICAGO,IL,60654,41.887555910400003,-87.634117657499999,1,1,Canvass,1,575.358600000000020,581.657199999999990,709.816000000000030
5127,5250,5249,1358278,2134033,Risk 1 (High),60608,41.850399240000002,-87.680571590000000,1,1,1,Canvass,1897,23RD,292.184000000000030,628.952199999999950,328.605700000000010,213.118599999999990,1,95.17%,4.83%,5128,8194,1358278,DONA CHELA RESTAURANT,DONA CHELA RESTAURANT,2134033,Restaurant,2158 W 23RD ST,CHICAGO,IL,60608,41.850399240700000,-87.680571588600003,1,1,Canvass,1,2267.643999999999800,628.952199999999950,401.568699999999980
5128,1122,1121,1439303,44290,Risk 1 (High),60611,41.892249159999999,-87.609518050000005,1,1,0,Canvass,1994,GRAND,618.592400000000000,1153.316800000000100,1932.989900000000000,2969.459699999999900,1,95.17%,4.83%,5129,8826,1439303,TWISTED LIZARD,TWISTED LIZARD,44290,Restaurant,700 E GRAND AVE,CHICAGO,IL,60611,41.892249163400002,-87.609518048799998,1,1,Canvass,1,0.000000000000000,1153.317200000000000,861.349799999999960
5129,5251,5250,1490789,2134047,Risk 1 (High),60654,41.888526710000001,-87.631191369999996,1,1,1,Canvass,1915,CLARK,420.869899999999970,402.446000000000030,721.348899999999960,627.282199999999990,1,95.17%,4.83%,5130,6149,1490789,PICCOLO SOGNO DUE,PICCOLO SOGNO DUE,2134047,Restaurant,340 N CLARK ST,CHICAGO,IL,60654,41.888526713899999,-87.631191374400004,1,1,Canvass,1,424.824900000000010,402.445400000000010,206.449600000000000
5130,4963,4962,1459637,2099575,Risk 1 (High),60613,41.947359980000002,-87.653932449999999,1,1,0,Complaint,1901,ADDISON,739.694200000000020,172.102000000000000,495.218999999999990,2112.646099999999900,1,95.17%,4.83%,5131,8850,1459637,THE DUGOUT,THE DUGOUT,2099575,Restaurant,950 W ADDISON ST,CHICAGO,IL,60613,41.947359980000002,-87.653932445400002,1,1,Complaint,1,242.226400000000010,172.101599999999990,337.795900000000020
5131,4615,4614,1155235,2060151,Risk 1 (High),60622,41.903449400000000,-87.668031650000003,1,1,0,Canvass,1926,DIVISION,214.503899999999990,471.573500000000020,319.367599999999980,1582.466600000000000,1,95.17%,4.83%,5132,6348,1155235,THE BEDFORD,THE BEDFORD,2060151,Restaurant,1612 W DIVISION ST,CHICAGO,IL,60622,41.903449395300001,-87.668031653800000,1,1,Canvass,1,270.241899999999990,471.573500000000020,20207.507300000001000
5132,4064,4063,1447401,1975690,Risk 1 (High),60606,41.884615619999998,-87.636682359999995,1,1,0,Canvass,1954,WACKER,818.918099999999980,677.043800000000030,607.333099999999940,1959.443400000000100,1,95.17%,4.83%,5133,5579,1447401,Skadden Arps,Skadden Cafe,1975690,Restaurant,155 N WACKER DR,CHICAGO,IL,60606,41.884615617100003,-87.636682357799998,1,1,Canvass,1,688.211099999999990,677.043099999999980,519.747200000000020
5133,2405,2404,1439270,1492165,Risk 1 (High),60611,41.892249159999999,-87.609518050000005,1,1,0,Canvass,1994,GRAND,535.352200000000040,1153.316800000000100,1932.989900000000000,2969.459699999999900,1,95.17%,4.83%,5134,9393,1439270,GREEK DELIGHT INC,GREEK DELIGHT INC,1492165,Restaurant,700 E GRAND AVE,CHICAGO,IL,60611,41.892249163400002,-87.609518048799998,1,1,Canvass,1,0.000000000000000,1153.317200000000000,686.201599999999980
5134,2743,2742,1482269,1620462,Risk 1 (High),60640,41.962104130000000,-87.655203830000005,1,1,0,Canvass,1909,BROADWAY,552.694100000000050,774.158999999999990,317.247200000000020,1532.483400000000100,1,95.17%,4.83%,5135,6300,1482269,GRACE AFRICAN RESTAURANT,GRACE AFRICAN RESTAURANT,1620462,Restaurant,4409 N BROADWAY,CHICAGO,IL,60640,41.962104132199997,-87.655203829599998,1,1,Canvass,1,322.662899999999980,774.159499999999980,397.064399999999980
5135,3833,3832,1459645,1938050,Risk 1 (High),60622,41.903178150000002,-87.671043190000006,1,1,0,Canvass,1927,DIVISION,685.447900000000000,336.614100000000010,234.910100000000000,1454.397999999999900,1,95.17%,4.83%,5136,8886,1459645,THE ANTHEM,THE ANTHEM,1938050,Restaurant,1725 W DIVISION ST,CHICAGO,IL,60622,41.903178147500000,-87.671043189200006,1,1,Canvass,1,262.063699999999980,336.614300000000010,1034.878200000000100
5136,4374,4373,1447229,2020846,Risk 2 (Medium),60606,41.884359189999998,-87.634079900000003,1,1,0,Complaint,1928,Randolph,181.875800000000000,247.279699999999990,110.087500000000010,1938.532200000000100,1,95.17%,4.83%,5137,10661,1447229,DUNKIN DONUTS,DUNKIN DONUTS,2020846,Restaurant,205 W Randolph ST,CHICAGO,IL,60606,41.884359193000002,-87.634079901099994,1,1,Complaint,1,479.514099999999980,247.279400000000010,613.603700000000000
5137,7029,7028,1467325,2313696,Risk 1 (High),60611,41.892249159999999,-87.609518050000005,1,0,0,License,1994,GRAND,498.332800000000020,1153.316800000000100,1932.989900000000000,2969.459699999999900,1,95.17%,4.83%,5138,7821,1467325,JIMMY BUFFETT'S MARGARITAVILLE BAR & GRILL,JIMMY BUFFET'S MARGARITAVILLE BAR & GRILL,2313696,Restaurant,700 E GRAND AVE,CHICAGO,IL,60611,41.892249163400002,-87.609518048799998,0,1,License,1,0.000000000000000,1153.317200000000000,327.911600000000020
5138,3395,3394,1459735,1847326,Risk 1 (High),60622,41.903180990000003,-87.670876340000007,1,1,0,Canvass,1927,DIVISION,263.095000000000030,342.754799999999990,239.723299999999990,1446.057600000000100,1,95.17%,4.83%,5139,8751,1459735,BLACK BULL/BORDEL,BLACK BULL/BORDEL,1847326,Restaurant,1721 W DIVISION ST,CHICAGO,IL,60622,41.903180986300001,-87.670876337699994,1,1,Canvass,1,253.600500000000010,342.754799999999990,400.469299999999980
5139,6850,6849,1199342,2304326,Risk 1 (High),60611,41.898079920000001,-87.623945710000001,1,1,0,License,1976,MICHIGAN,371.567799999999980,528.620400000000020,387.200200000000000,1282.014699999999900,1,95.17%,4.83%,5140,11683,1199342,AMERICAN GIRL PLACE,,2304326,Restaurant,845 N MICHIGAN AVE,CHICAGO,IL,60611,41.898079920500003,-87.623945705699995,1,1,License,1,149.554499999999990,528.619699999999970,188.179100000000010
5140,1090,1089,1439230,43048,Risk 1 (High),60611,41.892249159999999,-87.609518050000005,1,1,0,Canvass,1994,GRAND,477.776200000000020,1153.316800000000100,1932.989900000000000,2969.459699999999900,1,95.17%,4.83%,5141,10095,1439230,RIVA,RIVA,43048,Restaurant,700 E GRAND AVE,CHICAGO,IL,60611,41.892249163400002,-87.609518048799998,1,1,Canvass,1,0.000000000000000,1153.317200000000000,560.412100000000010
5141,3507,3506,1447413,1879345,Risk 1 (High),60606,41.883265850000001,-87.638760820000002,1,1,0,Canvass,1990,RIVERSIDE,165.762000000000000,912.040200000000030,870.801600000000010,1485.043899999999900,1,95.17%,4.83%,5142,5284,1447413,ARAMARK CORPORATION,ARAMARK - BOEING,1879345,Restaurant,100 N RIVERSIDE PLZ,CHICAGO,IL,60606,41.883265852900003,-87.638760821299996,1,1,Canvass,1,510.575100000000020,912.040200000000030,359.708599999999990
5142,7702,7701,1497776,2359453,Risk 2 (Medium),60611,41.898079920000001,-87.623945710000001,1,0,0,License,1976,MICHIGAN,355.738099999999970,528.620400000000020,387.200200000000000,1282.014699999999900,1,95.17%,4.83%,5143,2639,1497776,CRUMBS BAKE SHOP,CRUMBS BAKE SHOP,2359453,Restaurant,845 N MICHIGAN AVE,CHICAGO,IL,60611,41.898079920500003,-87.623945705699995,0,1,License,1,149.554499999999990,528.619699999999970,257.267600000000020
5143,7482,7481,1490586,2342224,Risk 1 (High),60614,41.927833819999996,-87.641658809999996,1,1,0,License,1952,CLARK,638.547800000000050,483.361899999999990,85.647599999999997,909.339299999999980,1,95.17%,4.83%,5144,6438,1490586,BENJYEHUDA,BENJYEHUDA,2342224,Restaurant,2485 N CLARK ST,CHICAGO,IL,60614,41.927833817699998,-87.641658809099994,1,1,License,1,360.742099999999990,483.361200000000000,375.835100000000010
5144,2238,2237,1439345,1441946,Risk 1 (High),60611,41.892249159999999,-87.609518050000005,1,1,0,Canvass,1994,GRAND,449.832900000000000,1153.316800000000100,1932.989900000000000,2969.459699999999900,1,95.17%,4.83%,5145,7824,1439345,CAPI'S ITALIAN KITCHEN,CAPI'S ITALIAN KITCHEN,1441946,Restaurant,700 E GRAND AVE,CHICAGO,IL,60611,41.892249163400002,-87.609518048799998,1,1,Canvass,1,0.000000000000000,1153.317200000000000,435.768800000000000
5145,1738,1737,1439327,1139637,Risk 1 (High),60611,41.892249159999999,-87.609518050000005,1,1,0,Canvass,1994,GRAND,441.167899999999970,1153.316800000000100,1932.989900000000000,2969.459699999999900,1,95.18%,4.82%,5146,8209,1439327,BILLY GOAT NORTH II INC.,BILLY GOAT 'S TAVERN & GRILL,1139637,Restaurant,700 E GRAND AVE,CHICAGO,IL,60611,41.892249163400002,-87.609518048799998,1,1,Canvass,1,0.000000000000000,1153.317200000000000,533.384000000000010
