FID,Inspection,DBA_Name,AKA_Name,License__,Facility_T,Address,City,State,Zip,Latitude,Longitude,Violation,Risk1,Type,Pass1,d_13fail,d_cri14,d_sancom14
3262,1497198,HAN 202,HAN 202 CHINESE AND SEAFOOD,1959609,Restaurant,605 W 31ST ST,CHICAGO,IL,60616,41.837993600300003,-87.641642833299997,1,1,Canvass,1,1715.041700000000000,513.454799999999980,412.976299999999980
3263,1497194,YOUYO FROZEN YOGURT,YOUYO FROZEN YOGURT,2355317,Restaurant,3119 S HALSTED ST,CHICAGO,IL,60608,41.837475559500000,-87.646116272800001,1,1,License,0,1216.596399999999900,537.943800000000010,544.203099999999950
3264,1497197,THE POPCORN ASYLUM,THE POPCORN ASYLUM,2164269,Restaurant,2823 N LINCOLN AVE,CHICAGO,IL,60657,41.933177207599996,-87.659363574500006,1,1,Canvass,1,611.183099999999970,358.198199999999990,326.588199999999970
3265,1471493,BIG DOLPHIN,BIG DOLPHIN,2263443,Restaurant,5810 W NORTH AVE,CHICAGO,IL,60639,41.909422951700002,-87.770732649899998,1,1,Canvass,1,1740.134000000000000,592.888799999999950,515.294599999999950
3266,1497200,TAQUERIA SUPER BURRITO,TAQUERIA SUPER BURRITO,24883,Restaurant,1502 N WESTERN AVE,CHICAGO,IL,60622,41.908637673599998,-87.687324495799999,1,1,Complaint,1,764.515700000000040,357.903700000000010,505.890499999999970
3267,1497354,MCCORMICK PLACE - SOUTH BUILDING - SAVOR,"MAIN KITCHEN,FOOD COURT,WAREHOUSE,CAFE A-1, A-2",2115095,Restaurant,2300 S LAKE SHORE DR,CHICAGO,IL,60616,41.851019777200001,-87.613882122500002,1,1,Canvass,1,3036.738800000000100,2084.507400000000000,96.364999999999995
3268,1497201,JOHN'S RESTAURANT,JOHN'S RESTAURANT,2358530,Restaurant,7660 S HALSTED ST,CHICAGO,IL,60620,41.754361010899999,-87.644285967299993,1,1,License Re-Inspection,1,1700.936999999999900,245.981900000000000,322.129700000000010
3269,1497205,TROPHY ROOM,TROPHY ROOM,2314518,Restaurant,170 W ONTARIO ST,CHICAGO,IL,60654,41.893299346799999,-87.634039457900002,0,1,License Re-Inspection,0,320.732899999999970,624.370099999999980,617.921399999999950
3270,1497206,Paleteria Lindo Michoacan 2,PALETERIA LINDO MICHOACAN  #2,2158493,Restaurant,5246 W Fullerton AVE,CHICAGO,IL,60639,41.924191539299997,-87.758071682500002,1,1,Canvass,1,635.062000000000010,509.378100000000020,247.445600000000010
3271,1497358,MCCORMICK PLACE - WEST BUILDING  - SAVOR,"STARBUCKS/ W KITCHEN/ F1,F2 POD/WAREHSE/LA BREA",2115080,Restaurant,2301 S INDIANA,CHICAGO,IL,60616,41.851046674599999,-87.622093084599996,1,1,Canvass,1,1023.626500000000000,962.133900000000040,87.361900000000006
3272,1199529,NATIONAL HELLENIC MUSEUM,NATIONAL HELLENIC MUSEUM,2115137,Restaurant,333-341 S Halsted ST,CHICAGO,IL,60661,41.876953377200003,-87.647063464499993,1,1,Canvass Re-Inspection,1,411.920599999999980,264.839699999999990,179.460199999999990
3273,1497360,MCCORMICK PLACE- LAKESIDE CENTER- SAVOR,BISTRO 23/LAKESIDE CAFE/EAST KITCHEN,2115082,Restaurant,2301 S LAKE SHORE DR,CHICAGO,IL,60616,41.851107480200000,-87.612866632500001,1,1,Canvass,1,3282.696500000000000,2282.641900000000100,1884.383200000000000
3274,1497208,MFK,MFK,63936,Restaurant,432 W DIVERSEY PKWY,CHICAGO,IL,60614,41.932994761200000,-87.640640476100003,1,1,Canvass,1,81.963499999999996,643.196500000000010,450.140699999999980
3275,1497203,STARBUCKS #10634,STARBUCKS #10634,2093900,Restaurant,3506 S STATE ST,CHICAGO,IL,60609,41.830782180600004,-87.626790176200004,1,1,Canvass,1,2009.062200000000100,988.419599999999950,480.490999999999990
3276,1385648,WHALE FISH AND CHICKEN,WHALE FISH AND CHICKEN,2087757,Restaurant,5650 W DIVISION AVE,CHICAGO,IL,60651,41.902222995800003,-87.767687777899994,1,1,Complaint Re-Inspection,1,1851.860400000000000,390.807900000000020,552.951400000000040
3277,1497218,AJE CAFE,AJE CAFE,2109080,Restaurant,2942 N CLARK ST,CHICAGO,IL,60657,41.935914380600003,-87.647581503799998,1,1,Canvass,1,637.747300000000000,338.335899999999980,1033.180499999999900
3278,1424521,FRONTERA TORTAS  BY RICK BAYLESS GATE K4 T3,FRONTERA TORTAS BY RICK BAYLESS (T3 K4),2114331,Restaurant,11601 W TOUHY AVE,CHICAGO,IL,60666,42.008536400899999,-87.914428439299996,1,1,Short Form Complaint,1,0.000000000000000,22126.378400000001000,566.649599999999960
3279,1467498,PEET'S COFFEE & TEA,PEET'S COFFEE & TEA,2341139,Restaurant,1328 S HALSTED ST,CHICAGO,IL,60607,41.864750024499997,-87.646992769600004,1,1,License,0,520.895599999999940,1014.565800000000000,2005.997300000000000
3280,1497210,KINGFISH SEAFOOD INC,KINGFISH SEAFOOD INC,78862,Restaurant,413 E 71ST ST,CHICAGO,IL,60619,41.765610612400003,-87.614697003000003,1,1,Complaint Re-Inspection,1,1236.896600000000000,89.342299999999994,160.307999999999990
3281,1307667,LA MICHOACANA INC,LA MICHOACANA INC,1893204,Restaurant,6610 S PULASKI RD,CHICAGO,IL,60629,41.772849462000003,-87.722761386599998,1,1,Canvass,1,1641.820899999999900,481.295399999999970,102.945500000000000
3282,1497209,7-ELEVEN #33908A,7-ELEVEN #33908A,1869712,Restaurant,451 N STATE ST,CHICAGO,IL,60610,41.890828500900000,-87.627889869399993,1,1,Canvass,1,205.084200000000010,187.527300000000000,406.502400000000020
3283,1497212,CHICAGO BORN LOSERS MOTORCYCLE CLUB,CHICAGO BORN LOSERS MOTORCYCLE CLUB,2254224,Restaurant,4420 W MADISON ST,CHICAGO,IL,60624,41.880709909200000,-87.736361078300007,1,1,License,1,769.403599999999980,409.576199999999970,264.355599999999980
3284,1497216,KEVIN'S HAMBURGER HEAVEN,KEVIN'S HAMBURGER HEAVEN,82474,Restaurant,554 W PERSHING RD,CHICAGO,IL,60609,41.823635998199997,-87.640821117900003,1,1,Complaint,1,2806.859199999999900,805.295499999999950,20207.507300000001000
3285,1497217,L26,L26,1968683,Restaurant,2600 S STATE ST,CHICAGO,IL,60616,41.845520397500003,-87.627106592000004,1,1,Canvass,1,1417.981800000000000,579.735699999999950,665.066599999999990
3286,1497213,PALETERIA EL SABOR DE MEXICO INC.,PALETERIA EL SABOR DE MEXICO INC.,2078749,Restaurant,1639 W 18TH ST,CHICAGO,IL,60608,41.857658070699998,-87.667819762500002,1,1,Canvass,1,966.444399999999970,643.860000000000010,211.125300000000010
3287,1482421,NEW CHINATOWN BAKERY & COFFEE SHOP,NEW CHINATOWN BAKERY & COFFEE SHOP,1166474,Restaurant,1019 1/2 W ARGYLE ST,CHICAGO,IL,60640,41.973190361800000,-87.655752955200001,1,1,Canvass,0,126.757000000000010,446.802700000000020,669.103799999999980
3288,1497215,CHICAGO BORN LOSERS MOTORCYCLE CLUB,CHICAGO BORN LOSERS MOTORCYCLE CLUB,2254223,Restaurant,4420 W MADISON ST,CHICAGO,IL,60624,41.880709909200000,-87.736361078300007,0,1,License,1,769.403599999999980,409.576199999999970,620.046100000000020
3289,1497219,SMITH & WOLLENSKY,SMITH & WOLLENSKY,61234,Restaurant,318 N STATE ST,CHICAGO,IL,60610,41.888040593900001,-87.628170663399999,1,1,Canvass,1,321.838399999999980,372.088599999999990,344.900899999999980
3290,1497222,Uncle Julio's Hacienda,Uncle Julio's Hacienda,2231880,Restaurant,855 W NORTH AVE,CHICAGO,IL,60642,41.910774970100000,-87.650460847500000,1,1,Suspected Food Poisoning,0,670.504500000000010,910.696000000000030,441.794800000000010
3291,1471494,SUPER BEEFEE,SUPER BEEFEE,82112,Restaurant,5846 W NORTH AVE,CHICAGO,IL,60639,41.909406765100002,-87.772177449899999,1,1,Canvass,1,1866.604000000000000,732.267299999999980,923.046200000000000
3292,1453571,STANDING ROOM ONLY CHICAGO,STANDING ROOM ONLY CHICAGO,30724,Restaurant,610 S DEARBORN ST,CHICAGO,IL,60605,41.874327049500003,-87.629356479500004,1,1,Canvass,1,215.271199999999990,523.710100000000010,319.746199999999990
3293,1441463,HAPPY CAFE,HAPPY CAFE,70372,Restaurant,2351 S WENTWORTH AVE,CHICAGO,IL,60616,41.849441687800002,-87.631791074299997,1,1,Canvass,1,114.404400000000000,712.461599999999980,528.037799999999950
3294,1497223,VIAGGIO AT THE PARK,VIAGGIO AT THE PARK,2133656,Restaurant,401-403 W FULLERTON PKWY,CHICAGO,IL,60614,41.925500537399998,-87.639178803500002,1,1,Canvass Re-Inspection,1,516.931799999999950,591.788500000000000,344.900899999999980
3295,1497224,LAS DELICIAS DE MORELIA,LAS DELICIAS DE MORELIA,2269792,Restaurant,4754 W FULLERTON AVE,CHICAGO,IL,60639,41.924352379200002,-87.746086140800003,1,1,Canvass,1,1376.356299999999900,600.372399999999970,813.975500000000010
3296,1441465,SZECHUAN CUISINE,SZECHUAN CUISINE,2222174,Restaurant,2414 S WENTWORTH AVE,CHICAGO,IL,60616,41.848668126100002,-87.632061760100001,1,1,Canvass Re-Inspection,1,57.460500000000003,793.694799999999990,291.411999999999980
3297,1497225,TUSCANY CAFE,TUSCANY CAFE (T1-B18),1916161,Restaurant,11601 W TOUHY AVE,CHICAGO,IL,60666,42.008536400899999,-87.914428439299996,1,1,Canvass Re-Inspection,1,0.000000000000000,22126.378400000001000,212.384600000000010
3298,1325221,LA CEMITA,LA CEMITA PUEBLA,1874882,Restaurant,3619 W NORTH AVE,CHICAGO,IL,60647,41.909873667500001,-87.717532898900004,1,1,Complaint,1,1271.924100000000000,261.610799999999980,458.011000000000020
3299,1385649,HEALTHY ORGANIC KIDS,DADDY'S PIZZA,2349062,Restaurant,4242 W FULLERTON AVE,CHICAGO,IL,60639,41.924514470299997,-87.733428337800007,1,1,License,0,190.144000000000010,464.946300000000010,264.659899999999990
3300,1439565,W CHICAGO - LAKESHORE,W CHICAGO,2189458,Restaurant,644 N LAKE SHORE DR,CHICAGO,IL,60611,41.893871347800001,-87.615274777300002,1,1,Canvass,0,853.131700000000020,520.357099999999950,347.473500000000000
3301,1497227,NICKY'S DRIVE - THRU,NICKY'S DRIVE - THRU,42945,Restaurant,11500 S WESTERN AVE,CHICAGO,IL,60643,41.684412788700001,-87.681071049300002,1,1,Canvass,1,2938.804200000000000,815.427500000000010,692.659599999999950
3302,1497111,LA SABROSA RESTAURANT & PIZZERIA,LA SABROSA,2350335,Restaurant,2430 W 47TH ST,CHICAGO,IL,60632,41.808531901099997,-87.685590602299996,1,1,License Re-Inspection,1,2554.154799999999800,681.400399999999990,358.892200000000000
3303,1497112,STARBUCKS COFFEE #2329,STARBUCKS COFFEE #2329,23105,Restaurant,1001 W NORTH AVE,CHICAGO,IL,60642,41.910729292100001,-87.653152621900006,1,1,Short Form Complaint,1,121.236400000000000,638.698700000000030,20207.507300000001000
3304,1497115,EPIPHANY RESTAURANT,EPIPHANY BISTRO,2341412,Restaurant,734 W FULLERTON PKWY,CHICAGO,IL,60614,41.925579119699997,-87.647689213199996,1,1,License Re-Inspection,1,414.178299999999980,585.494800000000050,266.784600000000010
3305,1497114,"INTELLIGENTSIA COFFEE & TEA, INC.","INTELLIGENTSIA COFFEE & TEA, INC.",44721,Restaurant,3123 N BROADWAY,CHICAGO,IL,60657,41.938435180600003,-87.644198417100000,0,1,Short Form Complaint,1,81.587000000000003,476.297199999999980,398.604800000000010
3306,1497116,SHELL,SHELL,2068922,Restaurant,130 W NORTH AVE,CHICAGO,IL,60610,41.911272068099997,-87.633117174399999,1,1,Canvass,1,716.524900000000000,585.428800000000020,1060.110400000000000
3307,1497121,EPIPHANY RESTAURANT,EPIPHANY BISTRO,2341413,Restaurant,734 W FULLERTON PKWY,CHICAGO,IL,60614,41.925579119699997,-87.647689213199996,0,1,License,1,414.178299999999980,585.494800000000050,1672.472600000000100
3308,1497123,CELESTE,CELESTE,2197129,Restaurant,111 W HUBBARD ST,CHICAGO,IL,60654,41.889904428400001,-87.631592488600006,1,1,Canvass,1,97.982699999999994,135.926600000000010,552.663800000000040
3309,1497134,LE PARIS BAKERY NO 2 INC,LE PARIS BAKERY,1095974,Restaurant,5434 S PULASKI RD,CHICAGO,IL,60632,41.793982416900000,-87.723327801799996,1,1,Complaint,0,1204.283300000000100,500.536600000000020,696.427100000000000
3310,1497127,AMC THEATRES FORD CITY 14,AMC THEATRES FORD CITY 14,2320438,Restaurant,7601 S CICERO AVE,CHICAGO,IL,60652,41.754660124399997,-87.741384758600006,1,0,License,1,2419.668200000000100,1309.175900000000000,185.932799999999990
3311,1497126,ATOMIX CAFE,ATOMIX CAFE,2088498,Restaurant,1957 W CHICAGO AVE,CHICAGO,IL,60622,41.895804659400000,-87.676909028899999,1,1,Canvass Re-Inspection,1,224.824199999999990,296.084799999999970,69.534300000000002
3312,1199525,DUNKIN DONUTS,DUNKIN DONUTS,1820926,Restaurant,500 W MADISON ST,CHICAGO,IL,60661,41.881994338200002,-87.639758684900002,1,1,Canvass,0,48.100800000000000,1096.338800000000000,323.824999999999990
3313,1497129,JIMMY JOHNS,JIMMY JOHNS,1991532,Restaurant,237 W NORTH AVE,CHICAGO,IL,60610,41.911037684400000,-87.636218812500005,1,1,Canvass Re-Inspection,1,584.936600000000000,627.548400000000020,185.932799999999990
3314,1497131,AMC THEATRES FORD CITY 14,AMC THEATRES FORD CITY 14,1799063,Restaurant,7601 S CICERO AVE,CHICAGO,IL,60652,41.754660124399997,-87.741384758600006,1,1,Consultation,1,2419.668200000000100,1309.175900000000000,1102.457400000000000
3315,1497135,PIZZA HUT RESTAURANT,PIZZA HUT,2129794,Restaurant,2337 W CERMAK RD,CHICAGO,IL,60608,41.851928416900002,-87.684726491600003,1,1,Canvass Re-Inspection,1,1857.678400000000000,482.216400000000020,504.774900000000000
3316,1497133,LOU MALNATI'S PIZZERIA,LOU MALNATI'S PIZZERIA,2341854,Restaurant,439 N WELLS ST,CHICAGO,IL,60654,41.890314055399998,-87.633889126400007,0,1,License Re-Inspection,1,382.916000000000000,502.574900000000010,517.958099999999940
3317,1408260,BRASS MONKEY BRASSERIE,BRASS MONKEY BRASSERIE,2327028,Restaurant,401 N MORGAN ST,CHICAGO,IL,60642,41.889038242900000,-87.652090061899997,1,1,License,1,1183.798100000000000,752.600800000000050,1657.996400000000000
3318,1497136,LOU MALNATI'S PIZZERIA,LOU MALNATI'S PIZZERIA,2341855,Restaurant,439 N WELLS ST,CHICAGO,IL,60654,41.890314055399998,-87.633889126400007,0,1,License Re-Inspection,1,382.916000000000000,502.574900000000010,229.077400000000010
3319,1497139,EL PROGRESO,EL PROGRESO,69711,Restaurant,8730 S COMMERCIAL AVE,CHICAGO,IL,60617,41.736437898799998,-87.551555300800004,1,1,Canvass,1,295.099499999999980,314.639599999999970,654.411399999999960
3320,1408261,BRASS MONKEY BRASSERIE,BRASS MONKEY BRASSERIE,2327029,Restaurant,401 N MORGAN ST,CHICAGO,IL,60642,41.889038242900000,-87.652090061899997,0,1,License,1,1183.798100000000000,752.600800000000050,253.385400000000000
3321,1363217,VIDA NATURAL, ,2177419,Restaurant,2256 W CERMAK RD,CHICAGO,IL,60608,41.852174059900001,-87.683051543100007,1,1,Canvass,0,2042.956300000000100,384.773500000000010,1657.996400000000000
3322,1497137,LA SIERRA CORPORATION,LA SIERRA CORPORATION,24880,Restaurant,1637 W MONTROSE AVE,CHICAGO,IL,60613,41.961461420799999,-87.670756998300007,1,1,Complaint,1,1073.758599999999900,680.065500000000040,261.531400000000020
3323,1497141,LOS PANCHO'S RESTAURANT,LOS PANCHO'S RESTAURANT,37209,Restaurant,4139 W 63RD ST,CHICAGO,IL,60629,41.778499670599999,-87.726735587099995,1,1,Canvass,1,970.969500000000040,482.324999999999990,386.104899999999990
3324,1497138,Somethin' Sweet,Somethin' Sweet,2192720,Restaurant,5112 W Fullerton AVE,CHICAGO,IL,60639,41.924243444100000,-87.754266969100001,1,1,Canvass,1,108.175900000000000,466.195800000000020,615.471499999999990
3325,1497143,EL BARZON RESTAURANT INC,EL BARZON,1353421,Restaurant,3002 S PULASKI RD,CHICAGO,IL,60623,41.838571723599998,-87.724543346800004,1,1,Canvass,1,1692.203299999999900,455.453899999999980,386.104899999999990
3326,1497142,1ST CHOP SUEY,1ST CHOP SUEY,2134789,Restaurant,5845 S ARCHER AVE,CHICAGO,IL,60638,41.795905405799999,-87.760410155000002,1,1,Complaint Re-Inspection,1,2513.773000000000100,817.743799999999960,332.412199999999980
3327,1497144,CROWBAR LOUNGE,CROWBAR LOUNGE,6010,Restaurant,4001 E 106TH ST,CHICAGO,IL,60617,41.702582282199998,-87.526940175500002,1,1,Canvass,1,1175.447899999999900,907.498200000000000,615.471499999999990
3328,1497145,RAJ DARBAR,RAJ DARBAR,55355,Restaurant,2660 N HALSTED ST,CHICAGO,IL,60614,41.930751911500003,-87.649092333499993,1,1,Canvass,1,765.144199999999960,628.251600000000050,285.946700000000020
3329,1497146,KENTUCKY FRIED CHICKEN 521054,KENTUCKY FRIED CHICKEN 521054,1816828,Restaurant,7 E GARFIELD BLVD,CHICAGO,IL,60637,41.794200609500002,-87.625389268199996,1,1,Canvass,1,409.261799999999990,507.478700000000000,894.217599999999950
3330,1497147,DOMINOS PIZZA INC,DOMINOS PIZZA INC,1172287,Restaurant,5016 S PULASKI RD,CHICAGO,IL,60632,41.801786842799999,-87.723554552699994,1,1,Canvass,1,683.864500000000020,838.371499999999970,186.359500000000000
3331,1418538,D-4 RESTAURANT,D-4  CAFE - BAR  RESTAURANT,2060730,Restaurant,5806 N WESTERN AVE,CHICAGO,IL,60659,41.987069472100004,-87.689705095700006,1,1,Canvass,1,1584.367500000000100,614.137200000000010,321.521400000000030
3332,1467493,PUBLICAN QUALITY MEATS,PUBLICAN QUALITY MEATS,2099242,Restaurant,825 W FULTON MARKET,CHICAGO,IL,60607,41.886677454000001,-87.648609811800000,1,1,Canvass Re-Inspection,1,835.115400000000020,751.484400000000050,536.737499999999950
3333,1497149,THE CHARNEL HOUSE,THE CHARNEL HOUSE,2309137,Restaurant,3421 W FULLERTON AVE,CHICAGO,IL,60647,41.924544227799998,-87.712949629500002,1,0,License Re-Inspection,1,1197.451700000000100,535.683800000000020,879.288699999999950
3334,1471489,RESTAURANT SANTIAGO,RESTAURANT SANTIAGO,1740448,Restaurant,3139-3141 N CENTRAL AVE,CHICAGO,IL,60634,41.937921295400002,-87.766327401900000,1,1,Canvass,1,657.732600000000050,493.793999999999980,1020.239700000000000
3335,1497150,AMERICAN ACCORD FOOD CORPORATION,AMERICAN ACCORD FOOD CORPORATION,1616455,Restaurant,9485 S EWING AVE,CHICAGO,IL,60617,41.723064125999997,-87.536471442199996,1,1,Canvass,1,3347.790000000000000,335.230000000000020,72.826800000000006
3336,1497151,HYATT REGENCY MCCORMICK PLACE - CHICAGO,MAIN KITCHEN CONFERENCE CENTER,1166808,Restaurant,2300 S DR MARTIN LUTHER KING JR DR,CHICAGO,IL,60616,41.851187063700003,-87.619112611199995,1,1,Canvass,1,1685.047399999999900,1276.028600000000100,868.794899999999980
3337,1447484,LLOYD'S CHICAGO RESTAURANT,LLOYD'S CHICAGO RESTAURANT,1547937,Restaurant,1 S WACKER DR,CHICAGO,IL,60606,41.881886227499997,-87.636618330499999,1,1,Canvass,1,574.744400000000040,657.516899999999960,798.248399999999950
3338,1497287,MCCORMICK PLACE - NORTH BUILDING,STARBUCKS & 23RD STREET CAFE MARKET,2115087,Restaurant,2300 S LAKE SHORE DR,CHICAGO,IL,60616,41.851019777200001,-87.613882122500002,1,1,Canvass,1,3036.738800000000100,2084.507400000000000,710.151500000000060
3339,1385643,TASTY GYROS,TASTY GYROS,1869956,Restaurant,5945 W DIVISION ST,CHICAGO,IL,60651,41.901897629300002,-87.774710613600007,1,1,Canvass,1,2402.215000000000100,501.581300000000000,373.551800000000010
3340,1325218,RUBY'S RESTAURANT,RUBY'S RESTAURANT,2069144,Restaurant,3175 W MADISON ST,CHICAGO,IL,60612,41.880865977399999,-87.705854249500007,1,1,Complaint Re-Inspection,1,1108.922700000000100,473.412300000000020,179.728900000000010
3341,1497158,THE PEASANTRY,THE PEASANTRY,1647518,Restaurant,2723 N CLARK ST,CHICAGO,IL,60614,41.932030227500000,-87.644519010699995,1,1,Canvass,1,387.910599999999990,613.746399999999990,596.334500000000050
3342,1480309,RESTAURANT LOS LANGOSTINOS,RESTAURANT LOS LANGOSTINOS,1649402,Restaurant,3059 S HARDING AVE,CHICAGO,IL,60623,41.836996856100001,-87.722985914299997,1,1,Canvass,1,2103.057200000000200,397.041999999999970,1460.809299999999900
3343,1497159,KFC,KFC/TACO BELL,2146643,Restaurant,6040 S ARCHER AVE,CHICAGO,IL,60638,41.794924776999999,-87.768257822500004,1,1,Complaint Re-Inspection,1,2814.005200000000100,1038.292099999999900,1283.770700000000000
3344,1497160,PALETERIA CARRUCEL,PALETERIA CARRUCEL,1887772,Restaurant,6317 W GRAND AVE,CHICAGO,IL,60639,41.921989925900000,-87.783709902799998,1,1,Canvass Re-Inspection,1,1493.649899999999900,675.581199999999970,597.069200000000020
3345,1497163,ELIO PIZZA ON FIRE II INC,ELIO PIZZA ON FIRE,2358535,Restaurant,2360 N LINCOLN AVE,CHICAGO,IL,60614,41.924892804000002,-87.648198397300007,1,1,License,1,378.196100000000000,649.032000000000040,1884.383200000000000
3346,1307663,MARISCO EL VENENO #2 CORP.,MARISCO EL VENENO #2 CORP.,1963599,Restaurant,6835 S PULASKI RD,CHICAGO,IL,60629,41.768541442699998,-87.722357663300002,1,1,Canvass,0,841.320200000000000,416.389700000000000,958.292800000000060
3347,1441459,CHIU QUON BAKERY,CHIU QUON BAKERY,12194,Restaurant,2242 S WENTWORTH AVE,CHICAGO,IL,60616,41.851659483600002,-87.632132279199993,1,1,Canvass,1,160.791699999999990,345.811300000000020,451.973700000000010
3348,1497165,NEW ENGLAND SEAFOOD COMPANY FL,NEW ENGLAND SEAFOOD COMPANY,2108692,Restaurant,3341 N LINCOLN AVE,CHICAGO,IL,60657,41.942572824800003,-87.670512932199998,1,1,Complaint,1,186.001399999999990,430.502900000000010,55.813299999999998
3349,1497164,CONNIE'S PIZZA,CONNIE'S PIZZA-MCCORMICK PLACE NORTH,1926869,Restaurant,2301 S LAKE SHORE DR,CHICAGO,IL,60616,41.851107480200000,-87.612866632500001,1,1,Canvass,1,3282.696500000000000,2282.641900000000100,779.931799999999950
3350,1497166,"LA RICA MICHOACANA NEVERIA, LLC",LA MICHOACANA PREMIUM,2196412,Restaurant,3108 W LAWRENCE AVE,CHICAGO,IL,60625,41.968582096699997,-87.706434197099995,1,1,Canvass Re-Inspection,1,656.895899999999980,736.549600000000050,549.637200000000010
3351,1372665,ARBYS,ARBYS,1596630,Restaurant,100 W RANDOLPH ST,CHICAGO,IL,60601,41.884586267200000,-87.631010445900003,1,1,Canvass,1,260.761399999999980,689.993399999999950,101.092100000000000
3352,1453565,LEONA'S PIZZERIA,LEONA'S PIZZERIA,2313604,Restaurant,1419 W TAYLOR ST,CHICAGO,IL,60607,41.869218053899999,-87.662414815100007,1,1,License Re-Inspection,1,1217.328900000000000,426.745000000000000,186.616999999999990
3353,1418540,WOLFY'S,WOLFY'S,3532,Restaurant,2734 W PETERSON AVE,CHICAGO,IL,60659,41.990558701499999,-87.698400262299998,1,1,Canvass,1,949.460799999999950,624.221999999999980,474.469699999999990
3354,1325219,BABA'S FAMOUS STEAK AND LEMONADE,BABA'S FAMOUS STEAK AND LEMONADE 2,2153509,Restaurant,3958 W MONROE ST,CHICAGO,IL,60624,41.879872614299998,-87.725516924399997,1,1,Canvass,1,562.028000000000020,305.034400000000010,458.844100000000030
3355,1199526,L.20,L.20,1874539,Restaurant,2300 N LINCOLN PARK WEST,CHICAGO,IL,60614,41.923908454900001,-87.636663165599998,1,1,Canvass Re-Inspection,1,1247.101500000000000,341.697799999999970,150.927699999999990
3356,1453566,LEONA'S PIZZERIA,LEONA'S PIZZERIA,2313605,Restaurant,1419 W TAYLOR ST,CHICAGO,IL,60607,41.869218053899999,-87.662414815100007,0,1,License Re-Inspection,1,1217.328900000000000,426.745000000000000,2005.997300000000000
3357,1447486,DUNKIN DONUTS,DUNKIN DONUTS,28011,Restaurant,2 N RIVERSIDE PLZ,CHICAGO,IL,60606,41.881977047600003,-87.638875839899995,1,1,Canvass,1,144.302300000000000,1020.680300000000000,602.583099999999940
3358,1439562,NoMi,PARK HYATT HOTEL,63191,Restaurant,800 N MICHIGAN AVE,CHICAGO,IL,60611,41.896790572000000,-87.624380655400003,1,1,Canvass,0,280.199000000000010,420.286000000000000,561.507100000000040
3359,1441460,WAN SHI DA BAKERY & CAFE,WAN SHI DA BAKERY & CAFE,1743192,Restaurant,2229 S WENTWORTH AVE,CHICAGO,IL,60616,41.852023150199997,-87.631848442999996,1,1,Canvass Re-Inspection,1,105.507200000000000,285.566500000000020,589.549499999999970
3360,1424519,CHINESE KITCHEN,CHINESE KITCHEN,1740632,Restaurant,5316 N MILWAUKEE AVE,CHICAGO,IL,60630,41.976936887699999,-87.769074312000001,1,1,Canvass,0,1487.339300000000100,710.842200000000050,234.829199999999990
3361,1467497,POLK STREET CO.,POLK STREET CO.,29507,Restaurant,548 W POLK ST,CHICAGO,IL,60607,41.872112614300001,-87.641305254599999,1,1,Canvass Re-Inspection,1,1005.900100000000000,1267.000700000000100,247.967899999999990
3362,1482414,COOKIE BAR,COOKIE BAR,2254174,Restaurant,1746 W WILSON AVE,CHICAGO,IL,60640,41.965297227299999,-87.672757234900004,1,1,Canvass,1,1571.905800000000000,654.510800000000020,660.609900000000040
3363,1418541,SABOR A CAFE INC,SABOR A CAFE,1193489,Restaurant,2435 W PETERSON AVE,CHICAGO,IL,60659,41.990381095600000,-87.691099598700006,1,1,Canvass,1,1170.924199999999900,728.802199999999970,589.549499999999970
3364,1439563,SOUP BOX,SOUP BOX,1680507,Restaurant,50 E CHICAGO,CHICAGO,IL,60611,41.896814039200002,-87.626277823400002,1,1,Short Form Complaint,1,254.863400000000010,202.887200000000010,795.926000000000040
3365,1441461,TASTY PLACE,TASTY PLACE,1844415,Restaurant,2306 S WENTWORTH AVE,CHICAGO,IL,60616,41.850747688399998,-87.632115356900002,1,1,Canvass Re-Inspection,1,161.088400000000010,528.144999999999980,325.288000000000010
3366,1453567,KASEY'S TAVERN,KASEY'S TAVERN,17178,Restaurant,701 S DEARBORN ST,CHICAGO,IL,60605,41.873324341699998,-87.629021704400003,1,1,Canvass,1,338.381100000000000,442.210100000000010,562.338700000000020
3367,1482415,TAQUERIA  UPTOWN,TAQUERIA  UPTOWN,1474638,Restaurant,1708 W LAWRENCE AVE,CHICAGO,IL,60640,41.968966500400001,-87.671434512800005,1,1,Canvass Re-Inspection,1,1513.241900000000000,617.828099999999950,698.099699999999980
3368,1447488,STARBUCKS COFFEE #203,STARBUCKS COFFEE #203,23023,Restaurant,150 N WACKER DR,CHICAGO,IL,60606,41.884525461000003,-87.637216392499994,1,1,Canvass,1,777.060500000000050,723.872600000000030,1353.112599999999900
3369,1424520,4 HERMANOS,4 HERMANOS,1119899,Restaurant,5239 N CENTRAL AVE,CHICAGO,IL,60630,41.976534051999998,-87.768327467000006,1,1,Canvass,0,1497.700599999999900,682.093600000000040,339.780100000000000
3370,1439564,DOWNTOWN DOGS,DOWNTOWN DOGS,41329,Restaurant,804 N RUSH ST,CHICAGO,IL,60611,41.896858320699998,-87.625829201499997,1,1,Canvass,1,230.302200000000000,279.758800000000010,389.028399999999980
