FID,Inspection,DBA_Name,AKA_Name,License__,Facility_T,Address,City,State,Zip,Latitude,Longitude,Violation,Risk1,Type,Pass1,d_13fail,d_cri14,d_sancom14
3371,1453564,DAVIDSON HOTEL COMPANY,Marriott Chicago Medical District/UIC,1335519,Restaurant,625 S ASHLAND AVE,CHICAGO,IL,60607,41.873434565799997,-87.666433681399994,1,1,Canvass Re-Inspection,0,1963.739600000000100,1321.527700000000100,362.389500000000000
3372,1497162,MAGGIE GYROS,MAGGIE GYROS,2137285,Restaurant,5458 S HALSTED ST,CHICAGO,IL,60609,41.794397960900000,-87.645309525499997,1,1,Canvass,1,2777.891200000000000,629.183700000000040,367.926400000000000
3373,1497090,MONTGOMERY CLUB,MONTGOMERY CLUB,2246717,Restaurant,500 W SUPERIOR ST,CHICAGO,IL,60654,41.895608705699999,-87.641579165400003,1,1,Canvass,1,1158.083300000000000,828.712400000000000,483.732700000000020
3374,1497092,HOT DOG STATION,HOT DOG STATION,2153527,Restaurant,4742 N KIMBALL AVE,CHICAGO,IL,60625,41.967855716400003,-87.713497222900003,1,1,Canvass,1,492.486800000000020,393.820299999999970,496.244599999999990
3375,1482407,ACRE,ACRE/OMBRA ITALIAN BAR,1167481,Restaurant,5308-5310 N CLARK ST,CHICAGO,IL,60640,41.978342059200003,-87.668484265999993,1,1,Canvass Re-Inspection,1,375.683899999999990,396.530599999999990,693.802100000000000
3376,1497094,RED DOOR,RED DOOR,1249926,Restaurant,2118 N DAMEN AVE,CHICAGO,IL,60647,41.920075742500003,-87.677852127799994,1,1,Canvass,1,110.070899999999990,437.931100000000010,664.194899999999960
3377,1385639,WHALE FISH AND CHICKEN INC,WHALE FISH AND CHICKEN INC,1356889,Restaurant,4955 W MADISON ST,CHICAGO,IL,60644,41.880330453299997,-87.749789517099998,1,1,Short Form Complaint,0,1134.532300000000100,367.782600000000000,368.830300000000020
3378,1480306,"CELIS PIZZERIA EXPRESS, CORPORATION",CELIS PIZZA,2358697,Restaurant,2605 S KOSTNER AVE,CHICAGO,IL,60623,41.843909947800000,-87.734129578799994,0,1,License,1,2275.025099999999800,855.532199999999990,1017.755100000000000
3379,1497095,LAUGH FACTORY CHICAGO,LAUGH FACTORY CHICAGO,2088979,Restaurant,3175 N BROADWAY,CHICAGO,IL,60657,41.939886994600002,-87.644247697699996,1,1,Complaint,1,434.682200000000020,431.188699999999980,641.162400000000050
3380,1199524,HO CHOY,YU CHOY,2138051,Restaurant,548 N WELLS ST,CHICAGO,IL,60610,41.892272633799998,-87.634230100300002,1,1,Canvass Re-Inspection,1,233.145299999999990,632.603500000000050,599.125599999999960
3381,1439557,STARBUCKS COFFEE #19549,STARBUCK'S,2253115,Restaurant,633 N ST CLAIR ST,CHICAGO,IL,60611,41.893475357699998,-87.622574673599999,1,1,Canvass,1,111.143800000000000,753.511999999999940,360.316700000000030
3382,1372663,JIMMY JOHN'S,JIMMY JOHN'S,1874575,Restaurant,200 E RANDOLPH ST,CHICAGO,IL,60601,41.884632075799999,-87.622247991099997,1,1,Canvass,0,111.783900000000000,819.740099999999980,407.721499999999990
3383,1497097,ALASKA PALETERIA Y NEVENA 2,ALASKA PALETERIA Y NEVERIA 2,2289206,Restaurant,3209 W LAWRENCE AVE,CHICAGO,IL,60625,41.968335321100000,-87.708869844399999,1,1,Canvass,1,708.104600000000000,793.492200000000030,306.570899999999990
3384,1363216,CHITOWN SPORTS FACILITIES,CHITOWN SPORTS FACILITIES,1491848,Restaurant,2343 S THROOP ST,CHICAGO,IL,60608,41.849377228100003,-87.658477317899994,1,1,Canvass,1,2925.370399999999800,1793.976300000000000,96.364999999999995
3385,1497105,KYOTO LINCOLN  PARK RESTAURANT,KYOTO LINCOLN  PARK RESTAURANT,2358595,Restaurant,2534 N LINCOLN AVE,CHICAGO,IL,60614,41.927764061200001,-87.652216627900003,1,1,License,0,295.050799999999980,422.776400000000020,465.487300000000000
3386,1497102,La Viva Kitchen,La Viva Kitchen,2358584,Restaurant,4425 W MONTROSE AVE,CHICAGO,IL,60641,41.960704654899999,-87.739569353600004,1,1,License,1,2223.870899999999900,841.321100000000000,177.300199999999990
3387,1497103,R G LEE CORP,GOLDEN BULL RESTAURANT INC.,26296,Restaurant,242 W CERMAK RD,CHICAGO,IL,60616,41.852937515400001,-87.633760694800003,1,1,Canvass,0,146.343799999999990,169.976200000000010,645.073399999999990
3388,1497101,FEDORA LOUNGE,WOODHAVEN,1140463,Restaurant,712 N CLARK ST,CHICAGO,IL,60654,41.895303937300000,-87.631360704900004,1,1,Canvass,1,576.804499999999960,469.312099999999990,320.474300000000030
3389,1199527,KNIFE & TINE, ,1980806,Restaurant,1417 W Fullerton AVE,CHICAGO,IL,60614,41.925097198400003,-87.664077556899997,1,1,Canvass,1,648.048000000000000,334.946300000000010,523.463399999999980
3390,1497106,OLD CROW,OLD CROW,2246018,Restaurant,3506-3512 N CLARK ST,CHICAGO,IL,60657,41.945742521800000,-87.655511811799997,1,1,Complaint Re-Inspection,1,18.871300000000002,484.425200000000020,440.423600000000020
3391,1482409,"GRILL AND GARDEN,INC.",GRILL AND  GARDEN,2354927,Restaurant,5318 N BROADWAY,CHICAGO,IL,60640,41.978743124200001,-87.660081806299999,1,1,License,1,750.137700000000000,544.541699999999990,1652.099999999999900
3392,1418535,"IVY'S BURGERS, HOT DOGS AND FRIES","IVY'S BURGERS, HOT DOGS AND FRIES",2141172,Restaurant,5419 W DEVON AVE,CHICAGO,IL,60646,41.997219187100001,-87.764554649600001,1,1,Canvass,1,1171.077700000000000,1138.373100000000000,169.958100000000000
3393,1385640,HAPPY FISH & CHICKEN,HAPPY FISH & CHICKEN,2137607,Restaurant,5-7 S CICERO AVE,CHICAGO,IL,60644,41.880312457599999,-87.745123753599998,1,1,Canvass,0,848.534899999999990,125.433000000000010,578.777600000000010
3394,1497107,SEOUL COREA RESTAURANT,SEOUL COREA RESTAURANT,1479631,Restaurant,1603 E 55TH ST,CHICAGO,IL,60615,41.795076280000004,-87.587441896599998,1,1,Complaint,1,1265.510000000000000,465.619100000000000,503.582200000000000
3395,1497093,NAPPLES PIZZERIA,NAPPLES PIZZERIA,62830,Restaurant,4601 S ASHLAND AVE,CHICAGO,IL,60609,41.810349815000002,-87.664872188199993,1,1,Complaint,1,912.570100000000020,1084.816300000000000,288.445400000000010
3396,1482410,CHINA CAFE,CHINA CAFE,2221581,Restaurant,4818 N SHERIDAN RD,CHICAGO,IL,60640,41.969679945899998,-87.654982423700005,1,1,Canvass,0,1175.273700000000000,643.240099999999980,192.869599999999990
3397,1464493,"FIRESIDE PUB, INC",FIRESIDE PUB,21637,Restaurant,5739 N RAVENSWOOD AVE,CHICAGO,IL,60660,41.986230810800002,-87.674541363100005,1,1,Complaint Re-Inspection,1,1518.479800000000100,601.604000000000040,93.607799999999997
3398,1441457,SEVEN TREASURES,SEVEN TREASURES,6231,Restaurant,2312 S WENTWORTH AVE,CHICAGO,IL,60616,41.850556411600003,-87.632111416699999,1,1,Canvass,0,172.856900000000000,545.762799999999970,701.238299999999980
3399,1418536,RAY HARRINGTON CATERING COMPANY,RAY HARRINGTON CATERING COMPANY,1914850,Restaurant,5685 N MILWAUKEE AVE,CHICAGO,IL,60646,41.985048352600003,-87.776121570699999,1,1,Canvass,1,2114.729600000000100,523.257899999999950,1346.710900000000000
3400,1464494,HELLAS GYROS INC,HELLAS GYROS,1655,Restaurant,1133 W BRYN MAWR AVE,CHICAGO,IL,60660,41.983524681100000,-87.659396887800000,1,1,Complaint Re-Inspection,1,129.182300000000000,533.602800000000000,172.841900000000010
3401,1482411,DIB SUSHI BAR AND THAI CUISINE,DIB SUSHI BAR AND THAI CUISINE,1803353,Restaurant,1025 W LAWRENCE AVE,CHICAGO,IL,60640,41.968965703199999,-87.655896223499994,1,1,Canvass,0,971.454399999999960,513.633199999999990,529.595800000000050
3402,1439561,HALSTED STREET DELI & BAGEL, ,2358755,Restaurant,133 N WELLS ST, ,IL,0,41.884067381300000,-87.633735578900001,0,1,License,0,462.438100000000020,286.228500000000000,511.227100000000010
3403,1363214,Churro Factory Inc,Churro Factory Inc.,1903754,Restaurant,2214 S Wolcott AVE,CHICAGO,IL,60608,41.851726994700002,-87.673525267700001,1,1,Canvass,0,2363.310300000000100,718.126300000000010,621.105199999999970
3404,1497075,DUNKIN BASKIN,DUNKIN BASKIN,1645699,Restaurant,909 W WASHINGTON BLVD,CHICAGO,IL,60607,41.882987317800001,-87.650140228799998,1,1,Canvass,1,552.206500000000010,262.925299999999990,1056.563799999999900
3405,1497076,PASTA AL GUSTO,PASTA AL GUSTO,2358877,Restaurant,3737 N SOUTHPORT,CHICAGO,IL,60613,41.949966595100001,-87.663950075000002,1,1,License,1,1319.360600000000000,574.836599999999980,361.459400000000020
3406,1497080,LA ENCANTADA RESTAURANT,LA ENCANTADA RESTAURANT,1681213,Restaurant,3437 W NORTH AVE,CHICAGO,IL,60647,41.909923532400001,-87.713441457000002,1,1,Canvass,1,1754.730200000000000,329.299899999999980,573.442099999999980
3407,1497081,STARBUCKS COFFEE #2369,STARBUCKS COFFEE #2369,23112,Restaurant,2023-2025 W ROSCOE ST,CHICAGO,IL,60618,41.943096882500001,-87.679429000900001,1,1,Canvass,1,113.381700000000000,272.639900000000010,636.337599999999950
3408,1497082,PEPPERINO PIZZERIA,PEPPERINO PIZZERIA,2084073,Restaurant,1501 W MADISON ST,CHICAGO,IL,60607,41.881376653899999,-87.664496486999994,1,1,Canvass Re-Inspection,1,1628.506400000000000,182.743599999999990,417.468599999999980
3409,1363215,BENNY'S PIZZA,BENNY'S PIZZA,1816692,Restaurant,1244 W 18TH ST,CHICAGO,IL,60608,41.858031421299998,-87.658224337500002,1,1,Complaint,0,1108.249800000000100,213.737300000000000,154.778400000000000
3410,1480303,CHURCH'S CHICKEN # 1068,CHURCH'S CHICKEN # 1068,1273278,Restaurant,2806 W CERMAK RD,CHICAGO,IL,60623,41.852007366400002,-87.695869967899995,1,1,Canvass Re-Inspection,1,1194.289800000000000,396.743800000000020,101.757400000000000
3411,1497084,CROSBY'S KITCHEN,CROSBY'S KITCHEN,2147385,Restaurant,3455-3457 N SOUTHPORT AVE,CHICAGO,IL,60657,41.945073982899999,-87.663816174800004,1,1,Complaint,1,317.114199999999980,344.392699999999990,603.312000000000010
3412,1497085,URBAN  INTERESTS,BORELLI'S,2121437,Restaurant,2124 W LAWRENCE AVE,CHICAGO,IL,60625,41.968814369599997,-87.682644784100006,1,1,Canvass,1,1251.859800000000000,800.834299999999980,319.766099999999990
3413,1325216,MURRAY'S FISH AND CHICKEN,MURRAY'S FISH AND CHICKEN,2060861,Restaurant,3357 W HARRISON ST,CHICAGO,IL,60624,41.873520167599999,-87.710639368299994,1,1,Canvass,1,1746.142800000000100,461.730099999999990,377.073800000000010
3414,1497088,"PALETERIA Y NEVERIA LULU, INC.","PALETERIA Y NEVERIA LULU, INC.",2279390,Restaurant,4253 1/2 W FULLERTON AVE,CHICAGO,IL,60639,41.924290082500001,-87.733817806199994,1,1,Canvass,1,140.833000000000000,400.341299999999990,60.653199999999998
3415,1439550,LAO SZE CHUAN, ,2262505,Restaurant,520 N MICHIGAN AVE,CHICAGO,IL,60611,41.891688517399999,-87.624307178099997,1,1,License,0,176.759300000000000,870.822099999999980,768.864199999999980
3416,1482405,THREE HARMONY RESTAURANT,THREE HARMONY RESTAURANT,1172055,Restaurant,4546 N MAGNOLIA AVE,CHICAGO,IL,60640,41.964914098400001,-87.661157738699998,1,1,Canvass,0,891.030700000000020,406.476800000000030,308.499900000000030
3417,1418531,PANERA BREAD,PANERA BREAD,1475890,Restaurant,6059 N LINCOLN AVE,CHICAGO,IL,60659,41.991919472399999,-87.709631334400001,1,1,Canvass Re-Inspection,1,1119.068400000000100,757.797599999999990,157.393700000000000
3418,1441454,"DIM SUM HOUSE, INC","DIM SUM HOUSE, INC",25179,Restaurant,2610 S WENTWORTH AVE,CHICAGO,IL,60616,41.845187998000000,-87.631966525699994,1,1,Canvass,0,1219.771099999999900,994.537000000000030,357.950400000000000
3419,1418532,MOHER PUBLIC HOUSE,MOHER PUBLIC HOUSE,2147874,Restaurant,5310 W DEVON AVE,CHICAGO,IL,60646,41.997435233899999,-87.761258616500001,1,1,Canvass,1,1196.163100000000000,658.732200000000030,225.745499999999990
3420,1467490,POLK STREET CO.,POLK STREET CO.,29507,Restaurant,548 W POLK ST,CHICAGO,IL,60607,41.872112614300001,-87.641305254599999,1,1,Canvass Re-Inspection,0,1005.900100000000000,1267.000700000000100,609.517399999999950
3421,1424517,EXCELSIOR GARDEN,EXCELSIOR GARDEN,1335894,Restaurant,4855 N MILWAUKEE AVE,CHICAGO,IL,60630,41.969315243300002,-87.761820255399996,1,1,Canvass,1,3377.208299999999800,679.513299999999960,421.136700000000020
3422,1464492,LOYOLA BENTO EXPRESS,LOYOLA BENTO EXPRESS,2358669,Restaurant,6803 N SHERIDAN RD,CHICAGO,IL,60626,42.005687073200001,-87.660800179199995,1,1,License,0,292.538500000000000,409.949999999999990,530.961199999999960
3423,1453562,THE BEER BISTRO,THE BEER BISTRO,1168258,Restaurant,1061 W MADISON ST,CHICAGO,IL,60607,41.881559957199997,-87.654372397700001,1,1,Canvass Re-Inspection,1,642.326900000000020,586.008400000000050,176.531700000000000
3424,1439552,LAO SZE CHUAN, ,2262504,Restaurant,520 N MICHIGAN AVE,CHICAGO,IL,60611,41.891688517399999,-87.624307178099997,1,1,License Re-Inspection,1,176.759300000000000,870.822099999999980,668.866800000000010
3425,1482406,PALACE GATE AFRICA RESTAURANT,PALACE GATE AFRICAN RESTAURANT,2089194,Restaurant,4548 N MAGNOLIA AVE,CHICAGO,IL,60640,41.964970720399997,-87.661158809800000,1,1,Canvass,1,881.847899999999980,397.667300000000010,298.910300000000010
3426,1439553,LAO SZE CHUAN, ,2262505,Restaurant,520 N MICHIGAN AVE,CHICAGO,IL,60611,41.891688517399999,-87.624307178099997,1,1,License Re-Inspection,1,176.759300000000000,870.822099999999980,1149.643399999999900
3427,1418533,VILLA ROSA PIZZA AND PASTA,VILLA ROSA PIZZA AND PASTA,1887536,Restaurant,5345 W DEVON AVE,CHICAGO,IL,60646,41.997224740000000,-87.762587241600002,1,1,Canvass,1,1126.029199999999900,827.505400000000010,1353.112599999999900
3428,1447481,STARBUCKS COFFEE,STARBUCKS,23093,Restaurant,100 S WACKER DR,CHICAGO,IL,60606,41.880557025100003,-87.637131776100006,1,1,Canvass,1,622.880099999999970,1049.777399999999900,480.246399999999990
3429,1497013,TARGET STORE #1437,TARGET,1383221,Restaurant,2939 W ADDISON ST,CHICAGO,IL,60618,41.946538983000003,-87.702084886099996,1,1,Canvass,1,1607.258300000000000,678.697999999999980,376.798600000000020
3430,1497077,SHAW'S CRAB HOUSE,SHAW'S CRAB HOUSE,9278,Restaurant,21 E HUBBARD ST,CHICAGO,IL,60611,41.889971085399999,-87.627074774500002,1,1,Short Form Complaint,1,117.376600000000000,337.876199999999980,445.773199999999970
3431,1497019,MELROSE RESTAURANT,MELROSE RESTAURANT,26022,Restaurant,3233 N BROADWAY,CHICAGO,IL,60657,41.941083256600002,-87.644284669399994,1,1,Canvass Re-Inspection,0,351.398100000000000,310.677300000000000,530.961199999999960
3432,1497022,LEONA'S PIZZERIA,LEONA'S PIZZERIA,2313656,Restaurant,1936 W AUGUSTA BLVD,CHICAGO,IL,60622,41.899677421800000,-87.676165463100006,1,1,License,1,498.154100000000030,203.535400000000010,158.481699999999990
3433,1497020,FEIDA BAKERY,FEIDA BAKERY,82530,Restaurant,2228 S WENTWORTH AVE,CHICAGO,IL,60616,41.852068812900001,-87.632142931399997,1,1,Canvass Re-Inspection,1,60.372500000000002,246.728199999999990,530.961199999999960
3434,1497023,CAFFE ROM,CAFFE ROM,1595426,Restaurant,180 N STETSON AVE,CHICAGO,IL,60601,41.885367821499997,-87.622447201300005,1,1,Canvass,1,309.011700000000020,701.229500000000030,1200.021800000000000
3435,1497024,LEONA'S PIZZERIA,LEONA'S PIZZERIA,2313657,Restaurant,1936 W AUGUSTA BLVD,CHICAGO,IL,60622,41.899677421800000,-87.676165463100006,0,0,License,1,498.154100000000030,203.535400000000010,728.006399999999990
3436,1497026,POTBELLY SANDWICH WORKS,POTBELLY SANDWICH WORKS,1841496,Restaurant,924 W BELMONT AVE,CHICAGO,IL,60657,41.940044507000003,-87.652539261100003,1,1,Canvass,1,193.873200000000000,382.566300000000010,812.811600000000000
3437,1497028,LOU MALNATI'S PIZZERIA,LOU MALNATI'S PIZZERIA,83595,Restaurant,439 N WELLS ST,CHICAGO,IL,60654,41.890314055399998,-87.633889126400007,1,1,Canvass,1,382.916000000000000,502.574900000000010,796.075299999999970
3438,1372662,CHIPOTLE MEXICAN GRILL,CHIPOTLE MEXICAN GRILL,1122193,Restaurant,316 N MICHIGAN AVE,CHICAGO,IL,60601,41.887207767699998,-87.624693374399996,1,1,Complaint,0,195.532700000000010,345.678800000000020,216.514700000000000
3439,1497037,CHINA TOWN RESTAURANT,NEW CHINA TOWN RESTAURANT,2355372,Restaurant,207 W CERMAK RD,CHICAGO,IL,60616,41.852737087900003,-87.632369614200002,1,1,License,0,76.180099999999996,168.335399999999990,325.499700000000020
3440,1497036,LOU MALNATI'S PIZZERIA,LOU MALNATI'S PIZZERIA,2341855,Restaurant,439 N WELLS ST,CHICAGO,IL,60654,41.890314055399998,-87.633889126400007,0,1,License,0,382.916000000000000,502.574900000000010,540.772500000000040
3441,1497039,"WINDY CITY, INN",WINDY CITY INN,47870,Restaurant,2255-2257 W IRVING PARK RD,CHICAGO,IL,60618,41.953942371700002,-87.685810197500004,1,1,Canvass,0,845.167500000000020,753.580299999999970,484.219900000000000
3442,1497040,LOU MALNATI'S PIZZERIA,LOU MALNATI'S PIZZERIA,2341854,Restaurant,439 N WELLS ST,CHICAGO,IL,60654,41.890314055399998,-87.633889126400007,0,1,License,0,382.916000000000000,502.574900000000010,325.499700000000020
3443,1497043,"ORIGINAL TRIPLE CROWN RESTAURANT, INC.",ORIGINAL TRIPLE CROWN RESTAURANT,1997650,Restaurant,211 W 22ND PL,CHICAGO,IL,60616,41.852052519799997,-87.632505281099995,1,1,Canvass,0,39.819200000000002,222.459000000000000,413.645500000000030
3444,1497044,LAO HUNAN CHINESE RESTAURANT,LAO HUNAN CHINESE RESTAURANT,2109220,Restaurant,2230 S WENTWORTH AVE,CHICAGO,IL,60616,41.852010428000000,-87.632141867100003,1,1,Canvass Re-Inspection,1,62.456200000000003,256.472699999999970,386.104899999999990
3445,1497053,FIVE GUYS BURGERS & FRIES,FIVE GUYS BURGERS & FRIES,2088960,Restaurant,3219 N BROADWAY,CHICAGO,IL,60657,41.940653320099997,-87.644271257400007,1,1,Complaint,1,445.923999999999980,314.898300000000010,540.114799999999950
3446,1325213,6 DEGREES,6 DEGREES,1592201,Restaurant,1935 N DAMEN AVE,CHICAGO,IL,60647,41.916909503299998,-87.677449426699994,1,1,Canvass,1,524.563499999999980,294.111400000000000,586.088399999999980
3447,1385634,YUMMY'S GRILL,YUMMY'S GRILL,1696435,Restaurant,5609 W BLOOMINGDALE AVE,CHICAGO,IL,60639,41.912553591900000,-87.766020246799997,1,1,Canvass,1,2185.583500000000200,882.336999999999990,386.104899999999990
3448,1497050,4 SUYOS,4 SUYOS,2134086,Restaurant,2727 W FULLERTON AVE,CHICAGO,IL,60647,41.924710730599998,-87.696071583099993,1,1,Canvass Re-Inspection,1,936.065299999999980,496.997500000000000,301.334200000000010
3449,1497057,MORTON'S STEAKHOUSE-WACKER PLACE,MORTON'S STEAKHOUSE,1738594,Restaurant,65 E WACKER PL,CHICAGO,IL,60601,41.886704230200003,-87.625496374099995,1,1,Complaint,1,267.455300000000020,363.263899999999980,386.104899999999990
3450,1497056,SHAW'S CRAB HOUSE,SHAW'S CRAB HOUSE,9278,Restaurant,21 E HUBBARD ST,CHICAGO,IL,60611,41.889971085399999,-87.627074774500002,1,1,Suspected Food Poisoning Re-i*,1,117.376600000000000,337.876199999999980,512.887200000000010
3451,1497055,BISTRO VOLTAIRE,BISTRO VOLTAIRE,2088772,Restaurant,226 W CHICAGO AVE,CHICAGO,IL,60654,41.896697510300001,-87.635359311800002,1,1,Canvass,1,376.811199999999990,669.402399999999940,531.370499999999990
3452,1497058,DUNKIN DONUTS,DUNKIN DONUTS,1546658,Restaurant,3528 S LEAVITT ST,CHICAGO,IL,60609,41.829543884200000,-87.680289144499994,1,1,Canvass,1,2473.604800000000100,641.172599999999990,127.486800000000000
3453,1497059,PACIUGO ROSCOE VILLAGE,PACIUGO ROSCOE VILLAGE,2157520,Restaurant,2009 W ROSCOE ST,CHICAGO,IL,60618,41.943103122300002,-87.678844875899998,0,1,Canvass,1,118.018800000000000,262.473299999999990,147.668900000000010
3454,1497060,KANELA BREAKFAST CLUB,KANELA BREAKFAST CLUB,2358636,Restaurant,1408 N MILWAUKEE AVE,CHICAGO,IL,60622,41.907424729600002,-87.673073673900006,1,1,License,1,454.537800000000000,324.036099999999980,761.644400000000020
3455,1497061,DENA KITCHEN,DENA KITCHEN,2354522,Restaurant,3306 W FULLERTON AVE,CHICAGO,IL,60647,41.924783583400000,-87.711086688699993,1,1,License,1,940.345000000000030,294.370700000000000,202.888700000000000
3456,1453561,DAVIDSON HOTEL COMPANY,Marriott Chicago Medical District/UIC,1335519,Restaurant,625 S ASHLAND AVE,CHICAGO,IL,60607,41.873434565799997,-87.666433681399994,1,1,Canvass,0,1963.739600000000100,1321.527700000000100,485.133100000000010
3457,1497064,REGGIE'S BAR & GRILL,REGGIE'S BAR & GRILL,1841043,Restaurant,2105 S STATE ST,CHICAGO,IL,60616,41.854063769000000,-87.626960536100000,1,1,Complaint Re-Inspection,1,1065.893600000000100,555.165100000000050,796.075299999999970
3458,1497065,MAMA ANGIE PIZZA,MAMA ANGIE PIZZA,2355378,Restaurant,5423 W BELMONT AVE,CHICAGO,IL,60641,41.938517967400003,-87.762521727500001,1,1,License Re-Inspection,1,623.212999999999970,421.536700000000000,670.879699999999960
3459,1497067,McDonalds,MC DONALDS,2031962,Restaurant,1951 E 95th ST,CHICAGO,IL,60617,41.722354448300003,-87.575778064100007,1,1,Complaint,0,4801.848200000000400,512.515999999999960,429.242200000000030
3460,1497051,ZAYTUNE MEDITERRANEAN GRILL,ZAYTUNE MEDITERRANEAN GRILL,2355002,Restaurant,3500 S WESTERN AVE,CHICAGO,IL,60609,41.830187255299997,-87.685177925100007,0,1,License,1,2779.306000000000000,645.469699999999990,161.524400000000010
3461,1464489,MC DONALD'S,MC DONALD'S,35587,Restaurant,3122 W TOUHY AVE,CHICAGO,IL,60645,42.011998577900002,-87.707702745700004,1,1,Canvass,1,3878.023700000000200,1487.396800000000000,395.333399999999980
3462,1447480,MCDONALD'S #26364,MCDONALD'S #26364,1868073,Restaurant,233 W JACKSON BLVD,CHICAGO,IL,60606,41.877999051099998,-87.634685617200006,1,1,Canvass,1,128.026400000000000,735.143699999999970,308.558899999999990
